Time,CD,CL
0.12674966,1.340375504794109,6.925657535860007e-07
0.12774966,1.3374879460820925,8.205976515193378e-07
0.12874966,1.3348471576610381,6.528151254632345e-07
0.12974966,1.3325295689267933,8.533787215619937e-07
0.13074966,1.3304778762471012,5.491555250792779e-07
0.13174966,1.3284337205949723,8.089888655724322e-07
0.13274966,1.3277560556442858,7.091890046987439e-07
0.13374966,1.327312862191868,7.479598019433121e-07
0.13474966,1.326942770645685,9.297923172596841e-07
0.13574966,1.3242925002540105,7.348547925048262e-07
0.13674966,1.3232015620783208,8.121398211411388e-07
0.13774966,1.3222895191675237,1.2859931778642107e-06
0.13874966,1.321656306236531,1.8917273547640734e-07
0.13974966,1.3211437596100541,1.176572111948107e-06
0.14074966,1.320711206722448,7.536199339662496e-07
0.14174966,1.3197240480453691,3.1912927218489806e-07
0.14274966,1.320426823338996,1.3142731919372692e-06
0.14374966,1.3201086295568103,3.552794026213857e-07
0.14474966,1.3191443922025095,1.2548236811075205e-06
0.14574966,1.3223396354329138,6.392637988167579e-07
0.14674966,1.3227919596132627,1.0298922045593502e-06
0.14774966,1.3232988317979826,3.489057001680924e-07
0.14874966,1.3237793693594129,1.3050762188480946e-06
0.14974966,1.3242155182388267,2.5502472932312064e-07
0.15074966,1.32538494416231,8.065662595075588e-07
0.15174966,1.325328787386297,1.0806744075322504e-06
0.15274966,1.3272483491874345,1.037675219874831e-06
0.15374966,1.3283642765788295,3.1828851748927365e-07
0.15474966,1.3281916573410744,9.404128887470789e-07
0.15574966,1.3319719744973717,1.1206027913497481e-06
0.15674966,1.3373436028946475,1.1643291621583563e-06
0.15774966,1.3397852995582897,2.856307318525279e-07
0.15874966,1.3415819369439628,5.588238641285845e-07
0.15974966,1.3432230024901917,1.0198883003773613e-06
0.16074966,1.3451064853939656,1.0960035735676052e-06
0.16174966,1.3471789529742373,6.570139330411176e-07
0.16274966,1.3500112865128582,5.25622822107269e-07
0.16374966,1.3526777878292553,1.2194220083386661e-06
0.16474966,1.3551612649710072,4.6195372218587855e-07
0.16574966,1.3578309684296463,1.0111234403325486e-06
0.16674966,1.3606112380236401,8.886949315598369e-07
0.16774966,1.3633234027746832,6.643962959067809e-07
0.16874966,1.3667457236439864,5.682911889194493e-07
0.16974966,1.3699157723337392,9.816807064515037e-07
0.17074966,1.3725129177621789,8.968409117363428e-07
0.17174966,1.3754081036932198,7.085180748786545e-07
0.17274966,1.3809747023623844,4.129849031909034e-07
0.17374966,1.3844802376020722,1.0162722109229753e-06
0.17474966,1.3881865886157068,6.16698197195727e-07
0.17574966,1.391906701057574,8.410759309252569e-07
0.17674966,1.3948385083092543,6.908167895422646e-07
0.17774966,1.3980863388389682,1.0259600521211193e-06
0.17874966,1.4017443920777326,4.4883761686699314e-07
0.17974966,1.4088608965937672,8.275676042466948e-07
0.18074966,1.415226861895077,1.220986181575434e-06
0.18174966,1.4197241200550446,6.15226407885191e-07
0.18274966,1.424092053089032,7.106081315363075e-07
0.18374966,1.4288793631829533,6.808920465382414e-07
0.18474966,1.433779942326306,6.779700077183464e-07
0.18574966,1.4383733456357475,7.98339543245021e-07
0.18674966,1.4434884545214717,7.157231943436821e-07
0.18774966,1.4487450357040363,6.687670175721612e-07
0.18874966,1.4538826254766035,7.046735966156924e-07
0.18974966,1.459857700298217,7.641166306744552e-07
0.19074966,1.4648817570735169,3.686527832392456e-07
0.19174966,1.4702929959572264,1.0258956755870312e-06
0.19274966,1.476180379223923,5.038589912050068e-07
0.19374966,1.481904628556812,7.760309809162551e-07
0.19474966,1.4881410135632558,5.608815576086317e-07
0.19574966,1.4922246894836193,4.7312292754380115e-07
0.19674966,1.4975146651253741,1.2573596539934867e-06
0.19774966,1.5041421856199901,3.0067359247131466e-07
0.19874966,1.511146524471436,6.657673995679152e-07
0.19974966,1.5167217147117384,7.148053691080764e-07
0.20074966,1.5229616913338835,6.676297675939972e-07
0.20174966,1.5295155153021118,4.1750165106657566e-07
0.20274966,1.5357207203730474,3.632803262828409e-07
0.20374966,1.5423147590200375,6.551763395252415e-07
0.20474966,1.549926499284315,7.864472277233018e-07
0.20574966,1.556188033265538,6.335196807581449e-07
0.20674966,1.562025975622147,6.616948644476571e-07
0.20774966,1.5688667911019767,5.737235501808375e-07
0.20874966,1.5755011316379115,5.853896986369008e-07
0.20974966,1.5823528081500746,5.766540064990972e-07
0.21074966,1.588868790296274,6.706256506227262e-07
0.21174966,1.5965300296701788,5.0317352139301e-07
0.21274966,1.6025812077875083,5.850566560041782e-07
0.21374966,1.6113036588170075,4.357725029901908e-07
0.21474966,1.6181649115153094,7.374969859679395e-07
0.21574966,1.6236834346551967,1.4511116450772814e-07
0.21674966,1.6307908811659872,7.93678909083941e-07
0.21774966,1.6391083587195032,5.54229990098057e-07
0.21874966,1.6465901511762013,5.259297347063554e-07
0.21974966,1.653637789816774,5.168502214345429e-07
0.22074966,1.6612142319710659,5.136480205026373e-07
0.22174966,1.668099133691384,4.451068277061895e-07
0.22274966,1.675225118939182,3.28665703225128e-07
0.22374966,1.681806519239716,6.823422879370983e-07
0.22474966,1.6883296386280953,4.417389352247144e-07
0.22574966,1.6954098713282153,3.990079330072496e-07
0.22674966,1.7024622113418693,4.7224048620234195e-07
0.22774966,1.708770452548213,2.0043510559695972e-07
0.22874966,1.716725574285964,9.74252030210285e-07
0.22974966,1.7239446641806344,4.9934810454883324e-08
0.23074966,1.7328414357550166,3.6197670677057624e-07
0.23174966,1.7392846830932567,5.981045138956972e-07
0.23274966,1.7470141073277945,1.3566743089584512e-07
0.23374966,1.7548063289548503,3.770579548432178e-07
0.23474966,1.7618726501824418,4.6399773396125863e-07
0.23574966,1.7687731128821518,2.5617862432509034e-07
0.23674966,1.7757328732034348,3.1212280093974876e-07
0.23774966,1.7833480612334027,4.386792552954451e-07
0.23874966,1.790645939312051,2.6305401251512924e-07
0.23974966,1.7979306402305877,4.8453673834806e-07
0.24074966,1.8049200972903794,2.0911340978001822e-07
0.24174966,1.812056659747487,2.3239084301988766e-07
0.24274966,1.8193927615102294,3.4667601764524485e-07
0.24374966,1.8262191346361236,2.3225973665822344e-07
0.24474966,1.8329341187448864,9.126350862119676e-08
0.24574966,1.8402654538494583,3.700343928531322e-07
0.24674966,1.8472186078990949,6.523415813875554e-08
0.24774966,1.8555381012244188,3.4706038278006636e-07
0.24874966,1.8612989767397918,1.513377303249014e-07
0.24974966,1.8681452955520579,5.699041842171405e-08
0.25074966,1.876212736964818,1.2659618610305507e-07
0.25174966,1.882087981705915,9.096147796527992e-08
0.25274966,1.8880012573061367,1.201894862932508e-07
0.25374966,1.895234402746163,-8.175479959037507e-08
0.25474966,1.9017045531558767,2.3239588628184266e-07
0.25574966,1.9095699735829346,-9.434875922681065e-08
0.25674966,1.9158357950342337,4.8533606357207925e-08
0.25774966,1.9203982366787224,-4.850945898492159e-09
0.25874966,1.928796978926954,2.153228664476534e-07
0.25974966,1.9341169960481357,1.4812584362594718e-07
0.26074966,1.9400066893820154,7.561193955090989e-08
0.26174966,1.9488318284637642,-1.458967362803275e-07
0.26274966,1.9540936838347887,4.956849494475054e-07
0.26374966,1.9584299926381596,-1.858537793159014e-07
0.26474966,1.9638555219598541,4.1803523032935776e-08
0.26574966,1.9697721157805428,1.5469631943615075e-07
0.26674966,1.9744609914688211,-5.402810052923257e-08
0.26774966,1.9801051802046703,2.147294701791976e-09
0.26874966,1.9848325691487183,-1.288088456615942e-07
0.26974966,1.9893581606360773,5.9490441327199064e-08
0.27074966,1.993956870531425,-4.677106350969071e-08
0.27174966,1.9992908076679006,-3.988523552988319e-07
0.27274966,2.0040785427209578,-2.1092584643342884e-07
0.27374966,2.008243412476092,-2.1077338257864067e-07
0.27474966,2.013770337312233,-2.505520621175364e-07
0.27574966,2.0188185468564233,2.2397210414954694e-07
0.27674966,2.0234393602462384,-1.6700827142019355e-07
0.27774966,2.0279219332006537,-4.826847217741145e-07
0.27874966,2.0318509475829813,2.2337451412742577e-07
0.27974966,2.035311528455386,-5.063202319603709e-07
0.28074966,2.0401860108003373,-2.1426798869342483e-07
0.28174966,2.042731359881712,1.8592765939811158e-07
0.28274966,2.0467843949164086,-7.139064989188968e-07
0.28374966,2.0503837477562428,-1.7148806316744536e-07
0.28474966,2.0532424059939287,3.218968036598865e-07
0.28574966,2.0570067891100017,-9.229182824540419e-07
0.28674966,2.0596616505362735,6.173507762463881e-07
0.28774966,2.061844096351878,-8.409394737709915e-07
0.28874966,2.0618003615457017,-5.617316685264376e-07
0.28974966,2.063640792311422,1.3469242135932023e-07
0.29074966,2.0671701551155883,-1.68149979545491e-07
0.29174966,2.0697635893652597,-3.64747268676883e-07
0.29274966,2.0718133439022393,-2.7735094527460736e-07
0.29374966,2.0737227665770646,-3.1168926659667276e-07
0.29474966,2.0750615009910858,-3.1180855595622824e-07
0.29574966,2.0710375791754383,-2.977489220161818e-07
0.29674966,2.0769989237184956,-1.406539294493236e-07
0.29774966,2.0788321406378953,-5.313181393616054e-07
0.29874966,2.082135494562398,-2.463177672143187e-07
0.29974966,2.0828100513100694,-4.170605095623716e-07
0.30074966,2.0823499996301256,-2.909732834255198e-07
0.30174966,2.082915375814838,-3.7574225727761625e-07
0.30274966,2.086715600244028,-5.542455032611351e-07
0.30374966,2.08919884326855,-5.102950422548267e-07
0.30474966,2.091365953919868,-6.073145122290335e-07
0.30574966,2.088525001983063,-4.662150558109522e-07
0.30674966,2.0875055905827264,-4.974253560154081e-07
0.30774966,2.0875546467653354,-5.429867657544283e-07
0.30874966,2.087943628148613,-5.636996588241376e-07
0.30974966,2.088563665608439,-5.27106096290381e-07
0.31074966,2.0869247822597465,-5.700675950221123e-07
0.31174966,2.0879329736355197,-6.095718510305686e-07
0.31274966,2.085913716570915,-3.472237508043658e-07
0.31374966,2.085421990976843,-8.647203051331459e-07
0.31474966,2.085214122653079,-2.9472191800905886e-07
0.31574966,2.0826409741560177,-8.865554839920071e-07
0.31674966,2.0814961469765656,-5.10232182251012e-07
0.31774966,2.0811212960003638,-7.513149473886855e-07
0.31874966,2.0793795709900698,-6.465523876962787e-07
0.31974966,2.0780534579261,-5.946841147609363e-07
0.32074966,2.0768948237258047,-1.3409476877848703e-06
0.32174966,2.0743133030511536,-3.035156852884398e-07
0.32274966,2.0725283223247373,-1.3028254416569667e-06
0.32374966,2.0700805380649947,-5.935369067702197e-07
0.32474966,2.0672389616417797,-7.396999526872502e-07
0.32574966,2.0635112350334492,-7.130981404667728e-07
0.32674966,2.0616783678995225,-1.0504977587473106e-06
0.32774966,2.059583953923433,-8.986496077680789e-07
0.32874966,2.057159827161627,-9.244881608455244e-07
0.32974966,2.0531167779424635,-9.019434499180929e-07
0.33074966,2.0516575855747137,-6.297276300888947e-07
0.33174966,2.0504600904053647,-1.0347488627827758e-06
0.33274966,2.0479059827166086,-1.4191231258544994e-06
0.33374966,2.0457144616676266,-9.55551743405983e-07
0.33474966,2.042755429419912,-1.0012953398612478e-06
0.33574966,2.0383859862638394,-1.470211764132328e-06
0.33674966,2.0336068079201284,-6.09467112741332e-07
0.33774966,2.0325444974340505,-1.2139438759868522e-06
0.33874966,2.0285404813538657,-1.2295564706747402e-06
0.33974966,2.023214380553689,-1.645845505805694e-06
0.34074966,2.0194483991784327,-9.055811106531005e-07
0.34174966,2.0157207442277287,-1.5382150985292362e-06
0.34274966,2.011809352398659,-1.1412562829255207e-06
0.34374966,2.0078805401238142,-1.5560728424147194e-06
0.34474966,2.0032416340879964,-1.241091485737102e-06
0.34574966,1.9990212909468967,-1.4993830244553933e-06
0.34674966,1.9950264488164906,-1.4287390931749676e-06
0.34774966,1.9907495820016365,-1.3856486516793197e-06
0.34874966,1.9865871861681175,-1.570062959702701e-06
0.34974966,1.98116936074089,-1.176397335952164e-06
0.35074966,1.977634384564377,-2.1339967554603294e-06
0.35174966,1.9729896124917783,-1.3232572678390948e-06
0.35274966,1.968971557274408,-1.6343725093805536e-06
0.35374966,1.9646674265910398,-1.6637801174284894e-06
0.35474966,1.9606217727865016,-1.7679178862069764e-06
0.35574966,1.955368254205429,-1.4953935705105695e-06
0.35674966,1.9519375431371782,-1.668256540376042e-06
0.35774966,1.9470897205486264,-1.8620617934281757e-06
0.35874966,1.941688183470261,-1.922223424258602e-06
0.35974966,1.9370006009258454,-1.7511045104732433e-06
0.36074966,1.932123750559268,-1.8049315730631496e-06
0.36174966,1.9272425290507504,-2.253486931119552e-06
0.36274966,1.9230315306122452,-1.8981935852832703e-06
0.36374966,1.9177989134110276,-1.842102047656778e-06
0.36474966,1.9123501879586668,-2.337655103137071e-06
0.36574966,1.9080175033422404,-1.8968187874665107e-06
0.36674966,1.9032891405630297,-2.1652106619640608e-06
0.36774966,1.8983612631840228,-2.163189986341379e-06
0.36874966,1.8935601831280158,-2.153437019617612e-06
0.36974966,1.8879939790214275,-2.1715131977839614e-06
0.37074966,1.8834014504965233,-2.1579954780071695e-06
0.37174966,1.8782945120596934,-2.452060425917245e-06
0.37274966,1.8734041980718394,-1.9945957399808555e-06
0.37374966,1.8685024505883232,-2.6763154484573116e-06
0.37474966,1.8646510264331082,-2.4181024416177513e-06
0.37574966,1.8599237473551742,-2.1871386156620043e-06
0.37674966,1.8550540073324293,-2.6005264978582928e-06
0.37774966,1.8505017448453749,-2.450474072773489e-06
0.37874966,1.846685995492878,-2.62725423140957e-06
0.37974966,1.8417847152857125,-2.2708146729684977e-06
0.38074966,1.8380920294660796,-3.0771804448655175e-06
0.38174966,1.8340935365935178,-2.4671540843510085e-06
0.38274966,1.8288496412394986,-2.668868905759526e-06
0.38374966,1.8248509911791604,-2.7939883966784375e-06
0.38474966,1.8213941272965648,-2.8177931813847034e-06
0.38574966,1.8179353296830132,-2.609243166723411e-06
0.38674966,1.8134856503508907,-3.0627967355673162e-06
0.38774966,1.8096463742176927,-2.4778218708166297e-06
0.38874966,1.8060595211060229,-2.9579599194119086e-06
0.38974966,1.8033722715957727,-3.080487395833519e-06
0.39074966,1.7996125325578745,-2.9530992937178367e-06
0.39174966,1.7963719299341714,-2.676667278445137e-06
0.39274966,1.793614246378349,-3.0598244277639438e-06
0.39374966,1.7902178668977418,-2.9427831863490443e-06
0.39474966,1.7870877207660953,-3.360431949140911e-06
0.39574966,1.7839951134712773,-3.183967472918943e-06
0.39674966,1.7815400517557012,-3.225938861294365e-06
0.39774966,1.7789827224416712,-2.7890929062960677e-06
0.39874966,1.7765892038739681,-3.6192400119607636e-06
0.39974966,1.773456322011904,-3.3632878119201213e-06
0.40074966,1.7708251432261262,-2.9423309195972914e-06
0.40174966,1.768506605384839,-3.643040653581723e-06
0.40274966,1.7663689113477519,-3.32765499709448e-06
0.40374966,1.7642382336528812,-3.543177260423778e-06
0.40474966,1.7620898631553241,-3.2442189054030213e-06
0.40574966,1.7598289213388214,-3.4670950207308018e-06
0.40674966,1.7580347287215174,-3.492344920552726e-06
0.40774966,1.7560990095784144,-3.454151051513277e-06
0.40874966,1.7541186400826383,-3.536148959315581e-06
0.40974966,1.752226821765915,-3.7606539887629435e-06
0.41074966,1.7507006684747441,-3.447464874215911e-06
0.41174966,1.7489661450692602,-3.836578385822842e-06
0.41274966,1.7470438459022355,-3.4118028158149455e-06
0.41374966,1.745332625525623,-3.8379138145921316e-06
0.41474966,1.7437120577102359,-3.630972097554194e-06
0.41574966,1.7419825253609174,-3.7392604563093475e-06
0.41674966,1.740548708242053,-3.83579419849519e-06
0.41774966,1.739731980152442,-3.57403861797929e-06
0.41874966,1.7383097643809904,-3.6774169615116555e-06
0.41974966,1.7367797287036921,-3.919071533606892e-06
0.42074966,1.7355903803023525,-3.704108173381153e-06
0.42174966,1.7342229260331088,-3.9288069114850066e-06
0.42274966,1.7328385526451824,-4.13241928231857e-06
0.42374966,1.7317704968039274,-4.147433982426057e-06
0.42474966,1.7304855050570322,-3.8145613006037427e-06
0.42574966,1.729182359100073,-4.1060339811782865e-06
0.42674966,1.7278498401384312,-4.2767588953049996e-06
0.42774966,1.7269344964090974,-3.9832541072564936e-06
0.42874966,1.7255617899210518,-4.243882014916194e-06
0.42974966,1.7242728146251076,-3.963277689745651e-06
0.43074966,1.723038537195121,-3.903092960039287e-06
0.43174966,1.7217851852002046,-4.293427855476194e-06
0.43274966,1.7205463494450102,-4.2428096944123095e-06
0.43374966,1.7192377480833367,-4.196699846836281e-06
0.43474966,1.7179108154486358,-4.0589919631604935e-06
0.43574966,1.7167607823158961,-4.327583778549415e-06
0.43674966,1.71583951098572,-4.278063336384427e-06
0.43774966,1.714461589288611,-4.4900551786895215e-06
0.43874966,1.713257423525092,-4.19201299569876e-06
0.43974966,1.7120571243411333,-4.248908313042223e-06
0.44074966,1.7108235724758067,-4.465239804296249e-06
0.44174966,1.709635424660562,-4.262921863463701e-06
0.44274966,1.7085754615187854,-4.7579671731868574e-06
0.44374966,1.7071168220823136,-4.259092220958608e-06
0.44474966,1.7057723727453251,-4.677323481954577e-06
0.44574966,1.7043655499990198,-4.37723907760414e-06
0.44674966,1.703009321948624,-4.450261587947258e-06
0.44774966,1.7017010060588127,-4.6299571749872106e-06
0.44874966,1.7006864950329856,-4.547920211327609e-06
0.44974966,1.6995513525688903,-5.0184390483706805e-06
0.45074966,1.697985807195531,-4.300040012629211e-06
0.45174966,1.6969835648599556,-4.701868840563564e-06
0.45274966,1.6955359901363813,-4.560775588724441e-06
0.45374966,1.6941601271432674,-4.6945018418862005e-06
0.45474966,1.6930588229299057,-4.765435440444847e-06
0.45574966,1.6916706362510943,-4.4087860454348575e-06
0.45674966,1.690366363161563,-5.376365297521752e-06
0.45774966,1.6891178418264852,-4.505234870570641e-06
0.45874966,1.6881331295443323,-5.471805155160152e-06
0.45974966,1.6867419868324656,-4.956384476631949e-06
0.46074966,1.6852263907684657,-4.176585000071301e-06
0.46174966,1.6839526546075676,-5.675680677084355e-06
0.46274966,1.6826095449339664,-4.8515996209008544e-06
0.46374966,1.6813923754191171,-5.191516015078404e-06
0.46474966,1.6800322474647997,-4.8426036372929815e-06
0.46574966,1.6788819820374652,-5.30884555776193e-06
0.46674966,1.6775476894738155,-4.950859769813244e-06
0.46774966,1.6761760899312121,-4.9890298746793684e-06
0.46874966,1.674679241119891,-5.266323088149576e-06
0.46974966,1.6736756956672092,-4.580831737020077e-06
0.47074966,1.6724201151468536,-5.275282205201061e-06
0.47174966,1.6710519452817376,-4.526798531196914e-06
0.47274966,1.669707305254358,-5.8565072975805744e-06
0.47374966,1.6685025913099978,-5.055163810002122e-06
0.47474966,1.6672648613638834,-5.245913032641654e-06
0.47574966,1.6661213749663548,-5.203302149951605e-06
0.47674966,1.6648102445450188,-5.489709509073959e-06
0.47774966,1.6634285801852404,-4.9174466097654015e-06
0.47874966,1.6622729960775473,-5.495989262942491e-06
0.47974966,1.6610025084580955,-5.42434162920387e-06
0.48074966,1.6599061742626129,-5.454081062734291e-06
0.48174966,1.6585544184457781,-5.2652404403468085e-06
0.48274966,1.6574688869404868,-5.625311105461488e-06
0.48374966,1.6562589264012009,-4.767298210965756e-06
0.48474966,1.655010891647252,-5.8329742135040755e-06
0.48574966,1.6541291464498282,-5.414668008657739e-06
0.48674966,1.6530197568676348,-5.333592984415358e-06
0.48774966,1.652031605331363,-5.519599554813628e-06
0.48874966,1.6511177709086082,-5.729265082727125e-06
0.48974966,1.6499059109208363,-5.660768442569621e-06
0.49074966,1.648305867739095,-5.242661440933261e-06
0.49174966,1.6471107750832887,-5.752158831713313e-06
0.49274966,1.6462313695207318,-5.4198585113484655e-06
0.49374966,1.6453185288038703,-5.653585730150214e-06
0.49474966,1.644364742371226,-5.789253528737025e-06
0.49574966,1.6433722568899165,-5.818786704836533e-06
0.49674966,1.6427142496626568,-5.760773903522454e-06
0.49774966,1.6419553878736401,-5.499783847444123e-06
0.49874966,1.6410384879171338,-5.597887992802152e-06
0.49974966,1.6399498964395787,-5.971712328320271e-06
0.50074966,1.6391192777775798,-5.8646577373748e-06
0.50174966,1.6383761047261949,-5.86295784597532e-06
0.50274966,1.637519322198178,-5.51788071460657e-06
0.50374966,1.6368901107172715,-6.357581085327835e-06
0.50474966,1.6362746596262754,-5.7596375684713575e-06
0.50574966,1.635613529552532,-5.76519233000476e-06
0.50674966,1.6349514471587396,-6.174344833832738e-06
0.50774966,1.6342208101188769,-5.923343166812537e-06
0.50874966,1.6335200010427788,-5.591964310714241e-06
0.50974966,1.6328768808255243,-5.910275699330305e-06
0.51074966,1.6321090724036142,-6.564349923886054e-06
0.51174966,1.631411200332085,-5.712879756453197e-06
0.51274966,1.6307054608993565,-6.538094274787389e-06
0.51374966,1.6302858665002382,-6.060866570202192e-06
0.51474966,1.6298272111948109,-6.164253162650335e-06
0.51574966,1.629188238853407,-6.636365223056644e-06
