"shear_lam","shear_tot","shear_turb","y_plus","Points:0","Points:1","Points:2"
2.1723e-05,0.00049125,0.00046953,397.19,900,11.259,0
2.1597e-05,0.00048693,0.00046533,398.13,900,11.286,0
2.1471e-05,0.00048261,0.00046114,399.06,900,11.312,0
2.1345e-05,0.00047829,0.00045695,399.99,900,11.339,0
2.1219e-05,0.00047397,0.00045275,400.93,900,11.365,0
2.1092e-05,0.00046965,0.00044856,401.86,900,11.392,0
2.0966e-05,0.00046534,0.00044437,402.8,900,11.418,0
2.0845e-05,0.00046111,0.00044027,403.73,900,11.445,0
2.0723e-05,0.00045689,0.00043617,404.67,900,11.471,0
2.0601e-05,0.00045266,0.00043206,405.6,900,11.498,0
2.048e-05,0.00044844,0.00042796,406.53,900,11.524,0
2.0358e-05,0.00044421,0.00042385,407.47,900,11.551,0
2.0236e-05,0.00043999,0.00041975,408.4,900,11.577,0
2.0115e-05,0.00043576,0.00041565,409.34,900,11.604,0
1.9993e-05,0.00043154,0.00041154,410.27,900,11.63,0
1.987e-05,0.00042741,0.00040754,411.21,900,11.657,0
1.9748e-05,0.0004233,0.00040355,412.14,900,11.683,0
1.9625e-05,0.00041918,0.00039956,413.07,900,11.71,0
1.9502e-05,0.00041507,0.00039556,414.01,900,11.736,0
1.938e-05,0.00041095,0.00039157,414.94,900,11.763,0
1.9257e-05,0.00040684,0.00038758,415.88,900,11.789,0
1.9134e-05,0.00040272,0.00038359,416.81,900,11.816,0
1.9011e-05,0.00039861,0.0003796,417.75,900,11.842,0
1.8884e-05,0.0003946,0.00037571,418.68,900,11.869,0
1.8754e-05,0.00039066,0.00037191,419.61,900,11.895,0
1.8623e-05,0.00038673,0.00036811,420.55,900,11.922,0
1.8492e-05,0.00038279,0.0003643,421.48,900,11.948,0
1.8362e-05,0.00037886,0.0003605,422.42,900,11.975,0
1.8231e-05,0.00037492,0.00035669,423.35,900,12.001,0
1.81e-05,0.00037099,0.00035289,424.29,900,12.027,0
1.797e-05,0.00036705,0.00034908,425.22,900,12.054,0
1.7839e-05,0.00036315,0.00034531,426.15,900,12.08,0
1.7707e-05,0.00035942,0.00034171,427.09,900,12.107,0
1.7574e-05,0.0003557,0.00033812,428.02,900,12.133,0
1.7442e-05,0.00035197,0.00033453,428.96,900,12.16,0
1.731e-05,0.00034825,0.00033094,429.89,900,12.186,0
1.7178e-05,0.00034453,0.00032735,430.83,900,12.213,0
1.7045e-05,0.0003408,0.00032376,431.76,900,12.239,0
1.6913e-05,0.00033708,0.00032017,432.69,900,12.266,0
1.6781e-05,0.00033336,0.00031657,433.63,900,12.292,0
1.6648e-05,0.00032973,0.00031308,434.56,900,12.319,0
1.6516e-05,0.00032619,0.00030967,435.5,900,12.345,0
1.6384e-05,0.00032264,0.00030626,436.43,900,12.372,0
1.6251e-05,0.0003191,0.00030285,437.37,900,12.398,0
1.6119e-05,0.00031555,0.00029943,438.3,900,12.425,0
1.5986e-05,0.00031201,0.00029602,439.23,900,12.451,0
1.5854e-05,0.00030846,0.00029261,440.17,900,12.478,0
1.5722e-05,0.00030492,0.0002892,441.1,900,12.504,0
1.5589e-05,0.00030137,0.00028579,442.04,900,12.531,0
1.5454e-05,0.000298,0.00028254,442.97,900,12.557,0
1.5318e-05,0.00029464,0.00027932,443.91,900,12.584,0
1.5182e-05,0.00029129,0.0002761,444.84,900,12.61,0
1.5046e-05,0.00028793,0.00027289,445.77,900,12.637,0
1.491e-05,0.00028458,0.00026967,446.71,900,12.663,0
1.4774e-05,0.00028122,0.00026645,447.64,900,12.69,0
1.4638e-05,0.00027787,0.00026323,448.58,900,12.716,0
1.4502e-05,0.00027451,0.00026001,449.51,900,12.743,0
1.4366e-05,0.00027117,0.0002568,450.45,900,12.769,0
1.4231e-05,0.00026804,0.00025381,451.38,900,12.796,0
1.4096e-05,0.0002649,0.00025081,452.31,900,12.822,0
1.396e-05,0.00026177,0.00024781,453.25,900,12.848,0
1.3825e-05,0.00025864,0.00024482,454.18,900,12.875,0
1.369e-05,0.00025551,0.00024182,455.12,900,12.901,0
1.3555e-05,0.00025238,0.00023882,456.05,900,12.928,0
1.3419e-05,0.00024924,0.00023583,456.99,900,12.954,0
1.3284e-05,0.00024611,0.00023283,457.92,900,12.981,0
1.315e-05,0.000243,0.00022985,458.85,900,13.007,0
1.3021e-05,0.00024005,0.00022702,459.79,900,13.034,0
1.2893e-05,0.00023709,0.0002242,460.72,900,13.06,0
1.2765e-05,0.00023414,0.00022137,461.66,900,13.087,0
1.2636e-05,0.00023118,0.00021855,462.59,900,13.113,0
1.2508e-05,0.00022823,0.00021572,463.53,900,13.14,0
1.2379e-05,0.00022527,0.00021289,464.46,900,13.166,0
1.2251e-05,0.00022232,0.00021007,465.39,900,13.193,0
1.2122e-05,0.00021936,0.00020724,466.33,900,13.219,0
1.1994e-05,0.00021641,0.00020442,467.26,900,13.246,0
1.1869e-05,0.0002136,0.00020174,468.2,900,13.272,0
1.1743e-05,0.00021079,0.00019905,469.13,900,13.299,0
1.1617e-05,0.00020799,0.00019637,470.07,900,13.325,0
1.1492e-05,0.00020518,0.00019368,471,900,13.352,0
1.1366e-05,0.00020237,0.000191,471.93,900,13.378,0
1.124e-05,0.00019956,0.00018832,472.87,900,13.405,0
1.1115e-05,0.00019675,0.00018563,473.8,900,13.431,0
1.0989e-05,0.00019394,0.00018295,474.74,900,13.458,0
1.0863e-05,0.00019113,0.00018027,475.67,900,13.484,0
1.0739e-05,0.00018851,0.00017777,476.61,900,13.511,0
1.0614e-05,0.00018593,0.00017532,477.54,900,13.537,0
1.0489e-05,0.00018336,0.00017287,478.47,900,13.564,0
1.0364e-05,0.00018078,0.00017041,479.41,900,13.59,0
1.0239e-05,0.0001782,0.00016796,480.34,900,13.617,0
1.0115e-05,0.00017562,0.00016551,481.28,900,13.643,0
9.9899e-06,0.00017305,0.00016306,482.21,900,13.67,0
9.8651e-06,0.00017047,0.0001606,483.15,900,13.696,0
9.7403e-06,0.00016789,0.00015815,484.08,900,13.722,0
9.6213e-06,0.00016546,0.00015584,485.01,900,13.749,0
9.5086e-06,0.00016318,0.00015367,485.95,900,13.775,0
9.3958e-06,0.0001609,0.00015151,486.88,900,13.802,0
9.283e-06,0.00015863,0.00014934,487.82,900,13.828,0
9.1703e-06,0.00015635,0.00014718,488.75,900,13.855,0
9.0575e-06,0.00015407,0.00014502,489.69,900,13.881,0
8.9447e-06,0.0001518,0.00014285,490.62,900,13.908,0
8.832e-06,0.00014952,0.00014069,491.55,900,13.934,0
8.7192e-06,0.00014724,0.00013852,492.49,900,13.961,0
8.6066e-06,0.00014497,0.00013636,493.42,900,13.987,0
8.5086e-06,0.00014293,0.00013442,494.36,900,14.014,0
8.4106e-06,0.00014089,0.00013248,495.29,900,14.04,0
8.3126e-06,0.00013885,0.00013054,496.22,900,14.067,0
8.2146e-06,0.00013681,0.0001286,497.16,900,14.093,0
8.1166e-06,0.00013477,0.00012666,498.09,900,14.12,0
8.0186e-06,0.00013273,0.00012471,499.03,900,14.146,0
7.9206e-06,0.00013069,0.00012277,499.96,900,14.173,0
7.8226e-06,0.00012865,0.00012083,500.9,900,14.199,0
7.7246e-06,0.00012662,0.00011889,501.83,900,14.226,0
7.6289e-06,0.00012465,0.00011702,502.76,900,14.252,0
7.5363e-06,0.00012277,0.00011524,503.7,900,14.279,0
7.4438e-06,0.0001209,0.00011346,504.63,900,14.305,0
7.3513e-06,0.00011903,0.00011168,505.57,900,14.332,0
7.2588e-06,0.00011716,0.0001099,506.5,900,14.358,0
7.1663e-06,0.00011529,0.00010812,507.44,900,14.385,0
7.0737e-06,0.00011341,0.00010634,508.37,900,14.411,0
6.9812e-06,0.00011154,0.00010456,509.3,900,14.438,0
6.8887e-06,0.00010967,0.00010278,510.24,900,14.464,0
6.7962e-06,0.0001078,0.000101,511.17,900,14.491,0
6.7039e-06,0.00010607,9.9366e-05,512.11,900,14.517,0
6.6117e-06,0.00010441,9.7797e-05,513.04,900,14.543,0
6.5195e-06,0.00010275,9.6228e-05,513.98,900,14.57,0
6.4273e-06,0.00010109,9.4658e-05,514.91,900,14.596,0
6.3351e-06,9.9424e-05,9.3089e-05,515.84,900,14.623,0
6.2429e-06,9.7762e-05,9.1519e-05,516.78,900,14.649,0
6.1507e-06,9.6101e-05,8.995e-05,517.71,900,14.676,0
6.0585e-06,9.4439e-05,8.8381e-05,518.65,900,14.702,0
5.9663e-06,9.2778e-05,8.6811e-05,519.58,900,14.729,0
5.8741e-06,9.1116e-05,8.5242e-05,520.52,900,14.755,0
5.7853e-06,8.9632e-05,8.3846e-05,521.45,900,14.782,0
5.6974e-06,8.8189e-05,8.2492e-05,522.38,900,14.808,0
5.6095e-06,8.6747e-05,8.1138e-05,523.32,900,14.835,0
5.5216e-06,8.5305e-05,7.9783e-05,524.25,900,14.861,0
5.4337e-06,8.3863e-05,7.8429e-05,525.19,900,14.888,0
5.3458e-06,8.242e-05,7.7074e-05,526.12,900,14.914,0
5.2579e-06,8.0978e-05,7.572e-05,527.06,900,14.941,0
5.17e-06,7.9536e-05,7.4366e-05,527.99,900,14.967,0
5.0821e-06,7.8093e-05,7.3011e-05,528.92,900,14.994,0
4.9941e-06,7.6651e-05,7.1657e-05,529.86,900,15.02,0
4.9119e-06,7.5328e-05,7.0416e-05,530.79,900,15.047,0
4.8311e-06,7.4032e-05,6.9201e-05,531.73,900,15.073,0
4.7502e-06,7.2737e-05,6.7987e-05,532.66,900,15.1,0
4.6694e-06,7.1442e-05,6.6773e-05,533.6,900,15.126,0
4.5885e-06,7.0147e-05,6.5558e-05,534.53,900,15.153,0
4.5077e-06,6.8852e-05,6.4344e-05,535.46,900,15.179,0
4.4268e-06,6.7556e-05,6.313e-05,536.4,900,15.206,0
4.346e-06,6.6261e-05,6.1915e-05,537.33,900,15.232,0
4.2651e-06,6.4966e-05,6.0701e-05,538.27,900,15.259,0
4.1843e-06,6.3671e-05,5.9487e-05,539.2,900,15.285,0
4.1066e-06,6.246e-05,5.8354e-05,540.14,900,15.312,0
4.0304e-06,6.1291e-05,5.7261e-05,541.07,900,15.338,0
3.9543e-06,6.0122e-05,5.6167e-05,542,900,15.365,0
3.8782e-06,5.8952e-05,5.5074e-05,542.94,900,15.391,0
3.802e-06,5.7783e-05,5.3981e-05,543.87,900,15.417,0
3.7259e-06,5.6614e-05,5.2888e-05,544.81,900,15.444,0
3.6497e-06,5.5444e-05,5.1795e-05,545.74,900,15.47,0
3.5736e-06,5.4275e-05,5.0701e-05,546.68,900,15.497,0
3.4975e-06,5.3106e-05,4.9608e-05,547.61,900,15.523,0
3.4213e-06,5.1936e-05,4.8515e-05,548.54,900,15.55,0
3.3476e-06,5.0841e-05,4.7493e-05,549.48,900,15.576,0
3.2776e-06,4.9855e-05,4.6577e-05,550.41,900,15.603,0
3.2075e-06,4.8868e-05,4.5661e-05,551.35,900,15.629,0
3.1375e-06,4.7882e-05,4.4744e-05,552.28,900,15.656,0
3.0674e-06,4.6896e-05,4.3828e-05,553.22,900,15.682,0
2.9974e-06,4.5909e-05,4.2912e-05,554.15,900,15.709,0
2.9273e-06,4.4923e-05,4.1995e-05,555.08,900,15.735,0
2.8573e-06,4.3936e-05,4.1079e-05,556.02,900,15.762,0
2.7872e-06,4.295e-05,4.0163e-05,556.95,900,15.788,0
2.7172e-06,4.1964e-05,3.9246e-05,557.89,900,15.815,0
2.6472e-06,4.0978e-05,3.8331e-05,558.82,900,15.841,0
2.5883e-06,4.0193e-05,3.7605e-05,559.76,900,15.868,0
2.5294e-06,3.9409e-05,3.688e-05,560.69,900,15.894,0
2.4705e-06,3.8625e-05,3.6154e-05,561.62,900,15.921,0
2.4116e-06,3.784e-05,3.5429e-05,562.56,900,15.947,0
2.3527e-06,3.7056e-05,3.4703e-05,563.49,900,15.974,0
2.2938e-06,3.6271e-05,3.3978e-05,564.43,900,16,0
2.2349e-06,3.5487e-05,3.3252e-05,565.36,900,16.027,0
2.176e-06,3.4703e-05,3.2527e-05,566.3,900,16.053,0
2.1171e-06,3.3918e-05,3.1801e-05,567.23,900,16.08,0
2.0582e-06,3.3134e-05,3.1076e-05,568.16,900,16.106,0
2.0053e-06,3.2419e-05,3.0414e-05,569.1,900,16.133,0
1.9594e-06,3.1784e-05,2.9825e-05,570.03,900,16.159,0
1.9134e-06,3.1149e-05,2.9236e-05,570.97,900,16.186,0
1.8674e-06,3.0514e-05,2.8647e-05,571.9,900,16.212,0
1.8214e-06,2.9879e-05,2.8058e-05,572.84,900,16.238,0
1.7754e-06,2.9244e-05,2.7469e-05,573.77,900,16.265,0
1.7295e-06,2.8609e-05,2.688e-05,574.7,900,16.291,0
1.6835e-06,2.7975e-05,2.6291e-05,575.64,900,16.318,0
1.6375e-06,2.734e-05,2.5702e-05,576.57,900,16.344,0
1.5915e-06,2.6705e-05,2.5113e-05,577.51,900,16.371,0
1.5455e-06,2.607e-05,2.4524e-05,578.44,900,16.397,0
1.5078e-06,2.5504e-05,2.3996e-05,579.38,900,16.424,0
1.4722e-06,2.4955e-05,2.3483e-05,580.31,900,16.45,0
1.4366e-06,2.4407e-05,2.2971e-05,581.24,900,16.477,0
1.401e-06,2.3859e-05,2.2458e-05,582.18,900,16.503,0
1.3654e-06,2.3311e-05,2.1946e-05,583.11,900,16.53,0
1.3298e-06,2.2763e-05,2.1433e-05,584.05,900,16.556,0
1.2943e-06,2.2215e-05,2.092e-05,584.98,900,16.583,0
1.2587e-06,2.1667e-05,2.0408e-05,585.92,900,16.609,0
1.2231e-06,2.1118e-05,1.9895e-05,586.85,900,16.636,0
1.1875e-06,2.057e-05,1.9383e-05,587.78,900,16.662,0
1.1519e-06,2.0022e-05,1.887e-05,588.72,900,16.689,0
1.1229e-06,1.9544e-05,1.8421e-05,589.65,900,16.715,0
1.0941e-06,1.9066e-05,1.7972e-05,590.59,900,16.742,0
1.0652e-06,1.8589e-05,1.7524e-05,591.52,900,16.768,0
1.0364e-06,1.8111e-05,1.7075e-05,592.46,900,16.795,0
1.0075e-06,1.7634e-05,1.6626e-05,593.39,900,16.821,0
9.7866e-07,1.7157e-05,1.6178e-05,594.32,900,16.848,0
9.498e-07,1.6679e-05,1.5729e-05,595.26,900,16.874,0
9.2095e-07,1.6202e-05,1.5281e-05,596.19,900,16.901,0
8.9209e-07,1.5724e-05,1.4832e-05,597.13,900,16.927,0
8.6323e-07,1.5247e-05,1.4384e-05,598.06,900,16.954,0
8.3459e-07,1.4773e-05,1.3939e-05,598.99,900,16.98,0
8.1032e-07,1.4383e-05,1.3573e-05,599.93,900,17.007,0
7.8605e-07,1.3993e-05,1.3207e-05,600.86,900,17.033,0
7.6178e-07,1.3603e-05,1.2841e-05,601.8,900,17.06,0
7.3751e-07,1.3213e-05,1.2475e-05,602.73,900,17.086,0
7.1324e-07,1.2822e-05,1.2109e-05,603.67,900,17.112,0
6.8898e-07,1.2432e-05,1.1743e-05,604.6,900,17.139,0
6.6471e-07,1.2042e-05,1.1377e-05,605.53,900,17.165,0
6.4044e-07,1.1652e-05,1.1011e-05,606.47,900,17.192,0
6.1617e-07,1.1262e-05,1.0645e-05,607.4,900,17.218,0
5.919e-07,1.0871e-05,1.0279e-05,608.34,900,17.245,0
5.6763e-07,1.0481e-05,9.9135e-06,609.27,900,17.271,0
5.4689e-07,1.0174e-05,9.627e-06,610.21,900,17.298,0
5.2625e-07,9.8693e-06,9.343e-06,611.14,900,17.324,0
5.0561e-07,9.5647e-06,9.059e-06,612.07,900,17.351,0
4.8498e-07,9.26e-06,8.7751e-06,613.01,900,17.377,0
4.6434e-07,8.9554e-06,8.4911e-06,613.94,900,17.404,0
4.4371e-07,8.6508e-06,8.2071e-06,614.88,900,17.43,0
4.2307e-07,8.3462e-06,7.9231e-06,615.81,900,17.457,0
4.0243e-07,8.0415e-06,7.6391e-06,616.75,900,17.483,0
3.818e-07,7.7369e-06,7.3551e-06,617.68,900,17.51,0
3.6116e-07,7.4323e-06,7.0711e-06,618.61,900,17.536,0
3.4053e-07,7.1276e-06,6.7871e-06,619.55,900,17.563,0
3.2229e-07,6.879e-06,6.5567e-06,620.48,900,17.589,0
3.0481e-07,6.6481e-06,6.3433e-06,621.42,900,17.616,0
2.8734e-07,6.4172e-06,6.1299e-06,622.35,900,17.642,0
2.6986e-07,6.1863e-06,5.9165e-06,623.29,900,17.669,0
2.5238e-07,5.9554e-06,5.703e-06,624.22,900,17.695,0
2.349e-07,5.7245e-06,5.4896e-06,625.15,900,17.722,0
2.1743e-07,5.4936e-06,5.2762e-06,626.09,900,17.748,0
1.9995e-07,5.2627e-06,5.0628e-06,627.02,900,17.775,0
1.8247e-07,5.0318e-06,4.8494e-06,627.96,900,17.801,0
1.6499e-07,4.8009e-06,4.6359e-06,628.89,900,17.828,0
1.4752e-07,4.5701e-06,4.4225e-06,629.83,900,17.854,0
1.3132e-07,4.3676e-06,4.2363e-06,630.76,900,17.881,0
1.1694e-07,4.2054e-06,4.0885e-06,631.69,900,17.907,0
1.0255e-07,4.0432e-06,3.9407e-06,632.63,900,17.933,0
8.8163e-08,3.881e-06,3.7929e-06,633.56,900,17.96,0
7.3777e-08,3.7188e-06,3.645e-06,634.5,900,17.986,0
5.939e-08,3.5566e-06,3.4972e-06,635.43,900,18.013,0
4.5004e-08,3.3944e-06,3.3494e-06,636.37,900,18.039,0
3.0618e-08,3.2322e-06,3.2016e-06,637.3,900,18.066,0
1.6232e-08,3.07e-06,3.0538e-06,638.23,900,18.092,0
1.846e-09,2.9078e-06,2.906e-06,639.17,900,18.119,0
-1.2541e-08,2.7456e-06,2.7582e-06,640.1,900,18.145,0
-2.6927e-08,2.5834e-06,2.6104e-06,641.04,900,18.172,0
-3.7939e-08,2.4707e-06,2.5086e-06,641.97,900,18.198,0
-4.8714e-08,2.3614e-06,2.4101e-06,642.91,900,18.225,0
-5.9491e-08,2.2521e-06,2.3116e-06,643.84,900,18.251,0
-7.0267e-08,2.1429e-06,2.2131e-06,644.77,900,18.278,0
-8.1043e-08,2.0336e-06,2.1146e-06,645.71,900,18.304,0
-9.182e-08,1.9243e-06,2.0161e-06,646.64,900,18.331,0
-1.026e-07,1.815e-06,1.9176e-06,647.58,900,18.357,0
-1.1337e-07,1.7057e-06,1.8191e-06,648.51,900,18.384,0
-1.2415e-07,1.5965e-06,1.7206e-06,649.45,900,18.41,0
-1.3492e-07,1.4872e-06,1.6221e-06,650.38,900,18.437,0
-1.457e-07,1.3779e-06,1.5236e-06,651.31,900,18.463,0
-1.5522e-07,1.278e-06,1.4333e-06,652.25,900,18.49,0
-1.6211e-07,1.198e-06,1.3601e-06,653.18,900,18.516,0
-1.6899e-07,1.118e-06,1.287e-06,654.12,900,18.543,0
-1.7587e-07,1.0379e-06,1.2138e-06,655.05,900,18.569,0
-1.8275e-07,9.5792e-07,1.1407e-06,655.99,900,18.596,0
-1.8963e-07,8.7789e-07,1.0675e-06,656.92,900,18.622,0
-1.9651e-07,7.9786e-07,9.9437e-07,657.85,900,18.649,0
-2.0339e-07,7.1783e-07,9.2122e-07,658.79,900,18.675,0
-2.1027e-07,6.378e-07,8.4807e-07,659.72,900,18.702,0
-2.1715e-07,5.5777e-07,7.7492e-07,660.66,900,18.728,0
-2.2403e-07,4.7774e-07,7.0177e-07,661.59,900,18.755,0
-2.3091e-07,3.9771e-07,6.2863e-07,662.53,900,18.781,0
-2.3605e-07,3.2366e-07,5.5971e-07,663.46,900,18.807,0
-2.3991e-07,2.5404e-07,4.9394e-07,664.39,900,18.834,0
-2.4376e-07,1.8441e-07,4.2817e-07,665.33,900,18.86,0
-2.4761e-07,1.1479e-07,3.624e-07,666.26,900,18.887,0
-2.5147e-07,4.5165e-08,2.9663e-07,667.2,900,18.913,0
-2.5532e-07,-2.4456e-08,2.3086e-07,668.13,900,18.94,0
-2.5917e-07,-9.4077e-08,1.651e-07,669.07,900,18.966,0
-2.6303e-07,-1.637e-07,9.9324e-08,670,900,18.993,0
-2.6688e-07,-2.3332e-07,3.3557e-08,670.93,900,19.019,0
-2.7073e-07,-3.0295e-07,-3.2215e-08,671.87,900,19.046,0
-2.7459e-07,-3.7257e-07,-9.7983e-08,672.8,900,19.072,0
-2.7844e-07,-4.422e-07,-1.6376e-07,673.74,900,19.099,0
-2.8102e-07,-5.0689e-07,-2.2588e-07,674.67,900,19.125,0
-2.8303e-07,-5.6942e-07,-2.8639e-07,675.61,900,19.152,0
-2.8504e-07,-6.3195e-07,-3.4691e-07,676.54,900,19.178,0
-2.8705e-07,-6.9447e-07,-4.0742e-07,677.47,900,19.205,0
-2.8906e-07,-7.57e-07,-4.6794e-07,678.41,900,19.231,0
-2.9107e-07,-8.1953e-07,-5.2845e-07,679.34,900,19.258,0
-2.9308e-07,-8.8206e-07,-5.8897e-07,680.28,900,19.284,0
-2.951e-07,-9.4458e-07,-6.4949e-07,681.21,900,19.311,0
-2.9711e-07,-1.0071e-06,-7.1001e-07,682.15,900,19.337,0
-2.9912e-07,-1.0696e-06,-7.7052e-07,683.08,900,19.364,0
-3.0113e-07,-1.1322e-06,-8.3103e-07,684.01,900,19.39,0
-3.0314e-07,-1.1947e-06,-8.9155e-07,684.95,900,19.417,0
-3.0478e-07,-1.2516e-06,-9.4677e-07,685.88,900,19.443,0
-3.0623e-07,-1.3058e-06,-9.9953e-07,686.82,900,19.47,0
-3.0769e-07,-1.36e-06,-1.0523e-06,687.75,900,19.496,0
-3.0915e-07,-1.4142e-06,-1.105e-06,688.69,900,19.523,0
-3.1061e-07,-1.4684e-06,-1.1578e-06,689.62,900,19.549,0
-3.1207e-07,-1.5226e-06,-1.2105e-06,690.55,900,19.576,0
-3.1352e-07,-1.5768e-06,-1.2633e-06,691.49,900,19.602,0
-3.1498e-07,-1.631e-06,-1.316e-06,692.42,900,19.628,0
-3.1644e-07,-1.6852e-06,-1.3688e-06,693.36,900,19.655,0
-3.179e-07,-1.7394e-06,-1.4215e-06,694.29,900,19.681,0
-3.1935e-07,-1.7936e-06,-1.4743e-06,695.23,900,19.708,0
-3.2081e-07,-1.8478e-06,-1.527e-06,696.16,900,19.734,0
-3.2221e-07,-1.8961e-06,-1.5739e-06,697.09,900,19.761,0
-3.2354e-07,-1.9393e-06,-1.6158e-06,698.03,900,19.787,0
-3.2488e-07,-1.9825e-06,-1.6576e-06,698.96,900,19.814,0
-3.2622e-07,-2.0257e-06,-1.6995e-06,699.9,900,19.84,0
-3.2756e-07,-2.0689e-06,-1.7414e-06,700.83,900,19.867,0
-3.289e-07,-2.1121e-06,-1.7832e-06,701.76,900,19.893,0
-3.3023e-07,-2.1553e-06,-1.8251e-06,702.7,900,19.92,0
-3.3157e-07,-2.1985e-06,-1.867e-06,703.63,900,19.946,0
-3.3291e-07,-2.2417e-06,-1.9088e-06,704.57,900,19.973,0
-3.3425e-07,-2.2849e-06,-1.9507e-06,705.5,900,19.999,0
-3.3559e-07,-2.3281e-06,-1.9925e-06,706.44,900,20.026,0
-3.3692e-07,-2.3713e-06,-2.0344e-06,707.37,900,20.052,0
-3.3829e-07,-2.4104e-06,-2.0721e-06,708.3,900,20.079,0
-3.3975e-07,-2.4376e-06,-2.0978e-06,709.24,900,20.105,0
-3.4121e-07,-2.4648e-06,-2.1236e-06,710.17,900,20.132,0
-3.4266e-07,-2.492e-06,-2.1493e-06,711.11,900,20.158,0
-3.4412e-07,-2.5191e-06,-2.175e-06,712.04,900,20.185,0
-3.4558e-07,-2.5463e-06,-2.2008e-06,712.98,900,20.211,0
-3.4704e-07,-2.5735e-06,-2.2265e-06,713.91,900,20.238,0
-3.4849e-07,-2.6007e-06,-2.2522e-06,714.84,900,20.264,0
-3.4995e-07,-2.6279e-06,-2.278e-06,715.78,900,20.291,0
-3.5141e-07,-2.6551e-06,-2.3037e-06,716.71,900,20.317,0
-3.5286e-07,-2.6823e-06,-2.3294e-06,717.65,900,20.344,0
-3.5432e-07,-2.7095e-06,-2.3552e-06,718.58,900,20.37,0
-3.5578e-07,-2.7367e-06,-2.3809e-06,719.52,900,20.397,0
-3.5748e-07,-2.7521e-06,-2.3946e-06,720.45,900,20.423,0
-3.5922e-07,-2.7654e-06,-2.4062e-06,721.38,900,20.45,0
-3.6096e-07,-2.7788e-06,-2.4178e-06,722.32,900,20.476,0
-3.627e-07,-2.7921e-06,-2.4294e-06,723.25,900,20.502,0
-3.6444e-07,-2.8055e-06,-2.441e-06,724.19,900,20.529,0
-3.6618e-07,-2.8188e-06,-2.4526e-06,725.12,900,20.555,0
-3.6792e-07,-2.8321e-06,-2.4642e-06,726.06,900,20.582,0
-3.6966e-07,-2.8455e-06,-2.4758e-06,726.99,900,20.608,0
-3.714e-07,-2.8588e-06,-2.4874e-06,727.92,900,20.635,0
-3.7314e-07,-2.8722e-06,-2.499e-06,728.86,900,20.661,0
-3.7488e-07,-2.8855e-06,-2.5106e-06,729.79,900,20.688,0
-3.7662e-07,-2.8989e-06,-2.5222e-06,730.73,900,20.714,0
-3.7839e-07,-2.9106e-06,-2.5322e-06,731.66,900,20.741,0
-3.8023e-07,-2.9187e-06,-2.5385e-06,732.6,900,20.767,0
-3.8207e-07,-2.9268e-06,-2.5447e-06,733.53,900,20.794,0
-3.8391e-07,-2.9349e-06,-2.551e-06,734.46,900,20.82,0
-3.8575e-07,-2.943e-06,-2.5573e-06,735.4,900,20.847,0
-3.876e-07,-2.9512e-06,-2.5636e-06,736.33,900,20.873,0
-3.8944e-07,-2.9593e-06,-2.5698e-06,737.27,900,20.9,0
-3.9128e-07,-2.9674e-06,-2.5761e-06,738.2,900,20.926,0
-3.9312e-07,-2.9755e-06,-2.5824e-06,739.14,900,20.953,0
-3.9496e-07,-2.9837e-06,-2.5887e-06,740.07,900,20.979,0
-3.968e-07,-2.9918e-06,-2.595e-06,741,900,21.006,0
-3.9864e-07,-2.9999e-06,-2.6012e-06,741.94,900,21.032,0
-4.0048e-07,-3.008e-06,-2.6075e-06,742.87,900,21.059,0
-4.0218e-07,-3.0171e-06,-2.6149e-06,743.81,900,21.085,0
-4.0381e-07,-3.0268e-06,-2.623e-06,744.74,900,21.112,0
-4.0543e-07,-3.0364e-06,-2.631e-06,745.68,900,21.138,0
-4.0705e-07,-3.046e-06,-2.639e-06,746.61,900,21.165,0
-4.0868e-07,-3.0557e-06,-2.647e-06,747.54,900,21.191,0
-4.103e-07,-3.0653e-06,-2.655e-06,748.48,900,21.218,0
-4.1192e-07,-3.075e-06,-2.663e-06,749.41,900,21.244,0
-4.1355e-07,-3.0846e-06,-2.6711e-06,750.35,900,21.271,0
-4.1517e-07,-3.0942e-06,-2.6791e-06,751.28,900,21.297,0
-4.1679e-07,-3.1039e-06,-2.6871e-06,752.22,900,21.323,0
-4.1842e-07,-3.1135e-06,-2.6951e-06,753.15,900,21.35,0
-4.2004e-07,-3.1232e-06,-2.7031e-06,754.08,900,21.376,0
-4.2166e-07,-3.1328e-06,-2.7111e-06,755.02,900,21.403,0
-4.235e-07,-3.1446e-06,-2.7211e-06,755.95,900,21.429,0
-4.2537e-07,-3.1568e-06,-2.7314e-06,756.89,900,21.456,0
-4.2725e-07,-3.1689e-06,-2.7417e-06,757.82,900,21.482,0
-4.2912e-07,-3.1811e-06,-2.752e-06,758.76,900,21.509,0
-4.3099e-07,-3.1933e-06,-2.7623e-06,759.69,900,21.535,0
-4.3287e-07,-3.2054e-06,-2.7726e-06,760.62,900,21.562,0
-4.3474e-07,-3.2176e-06,-2.7828e-06,761.56,900,21.588,0
-4.3661e-07,-3.2297e-06,-2.7931e-06,762.49,900,21.615,0
-4.3849e-07,-3.2419e-06,-2.8034e-06,763.43,900,21.641,0
-4.4036e-07,-3.2541e-06,-2.8137e-06,764.36,900,21.668,0
-4.4223e-07,-3.2662e-06,-2.824e-06,765.3,900,21.694,0
