"Dissipation","Production","Points:0","Points:1","Points:2"
-1.169e-05,4.723e-07,900,14.676,0
-1.1515e-05,4.5672e-07,900,14.702,0
-1.134e-05,4.4115e-07,900,14.729,0
-1.1166e-05,4.2557e-07,900,14.755,0
-1.0996e-05,4.1295e-07,900,14.782,0
-1.0828e-05,4.0103e-07,900,14.808,0
-1.066e-05,3.8912e-07,900,14.835,0
-1.0492e-05,3.772e-07,900,14.861,0
-1.0324e-05,3.6528e-07,900,14.888,0
-1.0156e-05,3.5336e-07,900,14.914,0
-9.9885e-06,3.4144e-07,900,14.941,0
-9.8205e-06,3.2953e-07,900,14.967,0
-9.6526e-06,3.1761e-07,900,14.994,0
-9.4846e-06,3.0569e-07,900,15.02,0
-9.326e-06,2.9601e-07,900,15.047,0
-9.1696e-06,2.8685e-07,900,15.073,0
-9.0132e-06,2.777e-07,900,15.1,0
-8.8568e-06,2.6855e-07,900,15.126,0
-8.7004e-06,2.594e-07,900,15.153,0
-8.544e-06,2.5024e-07,900,15.179,0
-8.3876e-06,2.4109e-07,900,15.206,0
-8.2312e-06,2.3194e-07,900,15.232,0
-8.0748e-06,2.2279e-07,900,15.259,0
-7.9184e-06,2.1364e-07,900,15.285,0
-7.769e-06,2.0603e-07,900,15.312,0
-7.623e-06,1.9917e-07,900,15.338,0
-7.477e-06,1.9231e-07,900,15.365,0
-7.331e-06,1.8545e-07,900,15.391,0
-7.185e-06,1.7859e-07,900,15.417,0
-7.039e-06,1.7173e-07,900,15.444,0
-6.893e-06,1.6487e-07,900,15.47,0
-6.747e-06,1.5801e-07,900,15.497,0
-6.601e-06,1.5115e-07,900,15.523,0
-6.455e-06,1.4429e-07,900,15.55,0
-6.3137e-06,1.3822e-07,900,15.576,0
-6.1794e-06,1.3333e-07,900,15.603,0
-6.0451e-06,1.2843e-07,900,15.629,0
-5.9109e-06,1.2353e-07,900,15.656,0
-5.7766e-06,1.1863e-07,900,15.682,0
-5.6423e-06,1.1373e-07,900,15.709,0
-5.508e-06,1.0883e-07,900,15.735,0
-5.3737e-06,1.0393e-07,900,15.762,0
-5.2394e-06,9.9037e-08,900,15.788,0
-5.1052e-06,9.4138e-08,900,15.815,0
-4.9709e-06,8.9244e-08,900,15.841,0
-4.8578e-06,8.6067e-08,900,15.868,0
-4.7447e-06,8.289e-08,900,15.894,0
-4.6315e-06,7.9713e-08,900,15.921,0
-4.5184e-06,7.6536e-08,900,15.947,0
-4.4053e-06,7.3358e-08,900,15.974,0
-4.2922e-06,7.0181e-08,900,16,0
-4.179e-06,6.7004e-08,900,16.027,0
-4.0659e-06,6.3827e-08,900,16.053,0
-3.9528e-06,6.065e-08,900,16.08,0
-3.8396e-06,5.7473e-08,900,16.106,0
-3.7382e-06,5.4852e-08,900,16.133,0
-3.6501e-06,5.2869e-08,900,16.159,0
-3.562e-06,5.0886e-08,900,16.186,0
-3.4739e-06,4.8904e-08,900,16.212,0
-3.3858e-06,4.6921e-08,900,16.238,0
-3.2977e-06,4.4938e-08,900,16.265,0
-3.2096e-06,4.2956e-08,900,16.291,0
-3.1216e-06,4.0973e-08,900,16.318,0
-3.0335e-06,3.899e-08,900,16.344,0
-2.9454e-06,3.7008e-08,900,16.371,0
-2.8573e-06,3.5025e-08,900,16.397,0
-2.7848e-06,3.3613e-08,900,16.424,0
-2.7163e-06,3.2348e-08,900,16.45,0
-2.6478e-06,3.1084e-08,900,16.477,0
-2.5792e-06,2.982e-08,900,16.503,0
-2.5107e-06,2.8556e-08,900,16.53,0
-2.4422e-06,2.7292e-08,900,16.556,0
-2.3737e-06,2.6028e-08,900,16.583,0
-2.3052e-06,2.4764e-08,900,16.609,0
-2.2367e-06,2.3499e-08,900,16.636,0
-2.1682e-06,2.2235e-08,900,16.662,0
-2.0997e-06,2.0971e-08,900,16.689,0
-2.0437e-06,2.0165e-08,900,16.715,0
-1.9879e-06,1.9364e-08,900,16.742,0
-1.9321e-06,1.8564e-08,900,16.768,0
-1.8762e-06,1.7763e-08,900,16.795,0
-1.8204e-06,1.6963e-08,900,16.821,0
-1.7645e-06,1.6163e-08,900,16.848,0
-1.7087e-06,1.5362e-08,900,16.874,0
-1.6529e-06,1.4562e-08,900,16.901,0
-1.597e-06,1.3761e-08,900,16.927,0
-1.5412e-06,1.2961e-08,900,16.954,0
-1.4858e-06,1.2174e-08,900,16.98,0
-1.4388e-06,1.1667e-08,900,17.007,0
-1.3919e-06,1.1161e-08,900,17.033,0
-1.3449e-06,1.0654e-08,900,17.06,0
-1.298e-06,1.0147e-08,900,17.086,0
-1.251e-06,9.6406e-09,900,17.112,0
-1.2041e-06,9.134e-09,900,17.139,0
-1.1571e-06,8.6273e-09,900,17.165,0
-1.1102e-06,8.1206e-09,900,17.192,0
-1.0632e-06,7.6139e-09,900,17.218,0
-1.0163e-06,7.1072e-09,900,17.245,0
-9.6932e-07,6.6006e-09,900,17.271,0
-9.3033e-07,6.308e-09,900,17.298,0
-8.9159e-07,6.022e-09,900,17.324,0
-8.5285e-07,5.736e-09,900,17.351,0
-8.141e-07,5.45e-09,900,17.377,0
-7.7536e-07,5.164e-09,900,17.404,0
-7.3662e-07,4.8781e-09,900,17.43,0
-6.9788e-07,4.5921e-09,900,17.457,0
-6.5913e-07,4.3061e-09,900,17.483,0
-6.2039e-07,4.0201e-09,900,17.51,0
-5.8165e-07,3.7341e-09,900,17.536,0
-5.4291e-07,3.4482e-09,900,17.563,0
-5.0863e-07,3.2792e-09,900,17.589,0
-4.7576e-07,3.1472e-09,900,17.616,0
-4.429e-07,3.0153e-09,900,17.642,0
-4.1004e-07,2.8833e-09,900,17.669,0
-3.7717e-07,2.7514e-09,900,17.695,0
-3.4431e-07,2.6195e-09,900,17.722,0
-3.1145e-07,2.4875e-09,900,17.748,0
-2.7858e-07,2.3556e-09,900,17.775,0
-2.4572e-07,2.2236e-09,900,17.801,0
-2.1285e-07,2.0917e-09,900,17.828,0
-1.7999e-07,1.9598e-09,900,17.854,0
-1.4916e-07,1.8508e-09,900,17.881,0
-1.2121e-07,1.7743e-09,900,17.907,0
-9.3262e-08,1.6978e-09,900,17.933,0
-6.5311e-08,1.6213e-09,900,17.96,0
-3.7362e-08,1.5448e-09,900,17.986,0
-9.4109e-09,1.4683e-09,900,18.013,0
1.8538e-08,1.3918e-09,900,18.039,0
4.6489e-08,1.3152e-09,900,18.066,0
7.4438e-08,1.2387e-09,900,18.092,0
1.0239e-07,1.1622e-09,900,18.119,0
1.3034e-07,1.0857e-09,900,18.145,0
1.5829e-07,1.0092e-09,900,18.172,0
1.7923e-07,9.728e-10,900,18.198,0
1.9968e-07,9.3917e-10,900,18.225,0
2.2013e-07,9.0553e-10,900,18.251,0
2.4058e-07,8.7189e-10,900,18.278,0
2.6103e-07,8.3826e-10,900,18.304,0
2.8148e-07,8.0462e-10,900,18.331,0
3.0192e-07,7.7099e-10,900,18.357,0
3.2238e-07,7.3735e-10,900,18.384,0
3.4282e-07,7.0372e-10,900,18.41,0
3.6328e-07,6.7008e-10,900,18.437,0
3.8372e-07,6.3645e-10,900,18.463,0
4.0163e-07,6.1449e-10,900,18.49,0
4.1417e-07,6.172e-10,900,18.516,0
4.2671e-07,6.1991e-10,900,18.543,0
4.3924e-07,6.2261e-10,900,18.569,0
4.5178e-07,6.2532e-10,900,18.596,0
4.6432e-07,6.2802e-10,900,18.622,0
4.7686e-07,6.3073e-10,900,18.649,0
4.894e-07,6.3344e-10,900,18.675,0
5.0193e-07,6.3614e-10,900,18.702,0
5.1447e-07,6.3885e-10,900,18.728,0
5.2701e-07,6.4156e-10,900,18.755,0
5.3955e-07,6.4426e-10,900,18.781,0
5.4891e-07,6.4286e-10,900,18.807,0
5.5592e-07,6.384e-10,900,18.834,0
5.6293e-07,6.3395e-10,900,18.86,0
5.6994e-07,6.2949e-10,900,18.887,0
5.7695e-07,6.2504e-10,900,18.913,0
5.8396e-07,6.2059e-10,900,18.94,0
5.9097e-07,6.1613e-10,900,18.966,0
5.9799e-07,6.1168e-10,900,18.993,0
6.05e-07,6.0723e-10,900,19.019,0
6.1201e-07,6.0277e-10,900,19.046,0
6.1902e-07,5.9832e-10,900,19.072,0
6.2603e-07,5.9387e-10,900,19.099,0
6.3103e-07,6.0956e-10,900,19.125,0
6.3515e-07,6.3413e-10,900,19.152,0
6.3927e-07,6.5869e-10,900,19.178,0
6.434e-07,6.8326e-10,900,19.205,0
6.4752e-07,7.0783e-10,900,19.231,0
6.5164e-07,7.3239e-10,900,19.258,0
6.5576e-07,7.5696e-10,900,19.284,0
6.5988e-07,7.8152e-10,900,19.311,0
6.64e-07,8.0609e-10,900,19.337,0
6.6812e-07,8.3066e-10,900,19.364,0
6.7224e-07,8.5522e-10,900,19.39,0
6.7636e-07,8.7979e-10,900,19.417,0
6.7921e-07,8.9006e-10,900,19.443,0
6.8145e-07,8.9363e-10,900,19.47,0
6.837e-07,8.9721e-10,900,19.496,0
6.8595e-07,9.0079e-10,900,19.523,0
6.8819e-07,9.0436e-10,900,19.549,0
6.9044e-07,9.0794e-10,900,19.576,0
6.9268e-07,9.1151e-10,900,19.602,0
6.9493e-07,9.1509e-10,900,19.628,0
6.9718e-07,9.1867e-10,900,19.655,0
6.9942e-07,9.2224e-10,900,19.681,0
7.0167e-07,9.2582e-10,900,19.708,0
7.0391e-07,9.2939e-10,900,19.734,0
7.0568e-07,9.3735e-10,900,19.761,0
7.0703e-07,9.4908e-10,900,19.787,0
7.0839e-07,9.6082e-10,900,19.814,0
7.0974e-07,9.7255e-10,900,19.84,0
7.1109e-07,9.8429e-10,900,19.867,0
7.1244e-07,9.9602e-10,900,19.893,0
7.1379e-07,1.0078e-09,900,19.92,0
7.1515e-07,1.0195e-09,900,19.946,0
7.165e-07,1.0312e-09,900,19.973,0
7.1785e-07,1.043e-09,900,19.999,0
7.192e-07,1.0547e-09,900,20.026,0
7.2056e-07,1.0664e-09,900,20.052,0
7.2245e-07,1.0771e-09,900,20.079,0
7.2591e-07,1.0845e-09,900,20.105,0
7.2937e-07,1.092e-09,900,20.132,0
7.3283e-07,1.0995e-09,900,20.158,0
7.3629e-07,1.1069e-09,900,20.185,0
7.3974e-07,1.1144e-09,900,20.211,0
7.432e-07,1.1218e-09,900,20.238,0
7.4666e-07,1.1293e-09,900,20.264,0
7.5012e-07,1.1368e-09,900,20.291,0
7.5358e-07,1.1442e-09,900,20.317,0
7.5703e-07,1.1517e-09,900,20.344,0
7.6049e-07,1.1592e-09,900,20.37,0
7.6395e-07,1.1666e-09,900,20.397,0
7.6729e-07,1.1666e-09,900,20.423,0
7.7061e-07,1.1653e-09,900,20.45,0
7.7394e-07,1.164e-09,900,20.476,0
7.7726e-07,1.1627e-09,900,20.502,0
7.8058e-07,1.1614e-09,900,20.529,0
7.839e-07,1.1601e-09,900,20.555,0
7.8723e-07,1.1588e-09,900,20.582,0
7.9055e-07,1.1575e-09,900,20.608,0
7.9387e-07,1.1562e-09,900,20.635,0
7.972e-07,1.1549e-09,900,20.661,0
8.0052e-07,1.1536e-09,900,20.688,0
8.0384e-07,1.1523e-09,900,20.714,0
8.0705e-07,1.1529e-09,900,20.741,0
8.1002e-07,1.1578e-09,900,20.767,0
8.1299e-07,1.1627e-09,900,20.794,0
8.1596e-07,1.1675e-09,900,20.82,0
8.1893e-07,1.1724e-09,900,20.847,0
8.219e-07,1.1773e-09,900,20.873,0
8.2487e-07,1.1822e-09,900,20.9,0
8.2784e-07,1.187e-09,900,20.926,0
8.3081e-07,1.1919e-09,900,20.953,0
8.3378e-07,1.1968e-09,900,20.979,0
8.3675e-07,1.2017e-09,900,21.006,0
8.3972e-07,1.2066e-09,900,21.032,0
8.4269e-07,1.2114e-09,900,21.059,0
8.4562e-07,1.217e-09,900,21.085,0
8.4852e-07,1.2228e-09,900,21.112,0
8.5142e-07,1.2287e-09,900,21.138,0
8.5432e-07,1.2345e-09,900,21.165,0
8.5722e-07,1.2404e-09,900,21.191,0
8.6012e-07,1.2463e-09,900,21.218,0
8.6302e-07,1.2521e-09,900,21.244,0
8.6592e-07,1.258e-09,900,21.271,0
8.6882e-07,1.2638e-09,900,21.297,0
8.7172e-07,1.2697e-09,900,21.323,0
8.7462e-07,1.2756e-09,900,21.35,0
8.7752e-07,1.2814e-09,900,21.376,0
8.8042e-07,1.2873e-09,900,21.403,0
8.8428e-07,1.2983e-09,900,21.429,0
8.883e-07,1.3102e-09,900,21.456,0
8.9232e-07,1.322e-09,900,21.482,0
8.9634e-07,1.3339e-09,900,21.509,0
9.0036e-07,1.3458e-09,900,21.535,0
9.0438e-07,1.3577e-09,900,21.562,0
9.084e-07,1.3695e-09,900,21.588,0
9.1242e-07,1.3814e-09,900,21.615,0
9.1645e-07,1.3933e-09,900,21.641,0
9.2047e-07,1.4052e-09,900,21.668,0
9.2449e-07,1.4171e-09,900,21.694,0
9.2851e-07,1.4289e-09,900,21.721,0
9.3253e-07,1.4408e-09,900,21.747,0
9.3752e-07,1.455e-09,900,21.774,0
9.4258e-07,1.4693e-09,900,21.8,0
9.4763e-07,1.4836e-09,900,21.827,0
9.5269e-07,1.4979e-09,900,21.853,0
9.5775e-07,1.5122e-09,900,21.88,0
9.6281e-07,1.5265e-09,900,21.906,0
9.6787e-07,1.5408e-09,900,21.933,0
9.7293e-07,1.5551e-09,900,21.959,0
9.7799e-07,1.5694e-09,900,21.986,0
9.8304e-07,1.5837e-09,900,22.012,0
9.881e-07,1.598e-09,900,22.039,0
9.9316e-07,1.6123e-09,900,22.065,0
9.9822e-07,1.6266e-09,900,22.092,0
1.0039e-06,1.6319e-09,900,22.118,0
1.0096e-06,1.636e-09,900,22.145,0
1.0153e-06,1.6402e-09,900,22.171,0
1.021e-06,1.6443e-09,900,22.197,0
1.0267e-06,1.6485e-09,900,22.224,0
1.0324e-06,1.6526e-09,900,22.25,0
1.0381e-06,1.6568e-09,900,22.277,0
1.0438e-06,1.6609e-09,900,22.303,0
1.0495e-06,1.6651e-09,900,22.33,0
1.0552e-06,1.6692e-09,900,22.356,0
1.0609e-06,1.6734e-09,900,22.383,0
1.0666e-06,1.6775e-09,900,22.409,0
1.0723e-06,1.6817e-09,900,22.436,0
1.0774e-06,1.6908e-09,900,22.462,0
1.0822e-06,1.7019e-09,900,22.489,0
1.087e-06,1.713e-09,900,22.515,0
1.0919e-06,1.7241e-09,900,22.542,0
1.0967e-06,1.7352e-09,900,22.568,0
1.1015e-06,1.7462e-09,900,22.595,0
1.1063e-06,1.7573e-09,900,22.621,0
1.1111e-06,1.7684e-09,900,22.648,0
1.116e-06,1.7795e-09,900,22.674,0
1.1208e-06,1.7906e-09,900,22.701,0
1.1256e-06,1.8017e-09,900,22.727,0
1.1304e-06,1.8128e-09,900,22.754,0
1.1352e-06,1.8239e-09,900,22.78,0
1.1391e-06,1.8347e-09,900,22.807,0
1.1416e-06,1.845e-09,900,22.833,0
1.144e-06,1.8553e-09,900,22.86,0
1.1465e-06,1.8656e-09,900,22.886,0
1.149e-06,1.8759e-09,900,22.913,0
1.1514e-06,1.8862e-09,900,22.939,0
1.1539e-06,1.8965e-09,900,22.966,0
1.1564e-06,1.9068e-09,900,22.992,0
1.1588e-06,1.9171e-09,900,23.018,0
1.1613e-06,1.9274e-09,900,23.045,0
1.1638e-06,1.9377e-09,900,23.071,0
1.1662e-06,1.9481e-09,900,23.098,0
1.1687e-06,1.9584e-09,900,23.124,0
1.1712e-06,1.9687e-09,900,23.151,0
1.1731e-06,1.984e-09,900,23.177,0
1.175e-06,1.9994e-09,900,23.204,0
1.1769e-06,2.0148e-09,900,23.23,0
1.1788e-06,2.0302e-09,900,23.257,0
1.1807e-06,2.0456e-09,900,23.283,0
1.1826e-06,2.061e-09,900,23.31,0
1.1845e-06,2.0763e-09,900,23.336,0
1.1864e-06,2.0917e-09,900,23.363,0
1.1883e-06,2.1071e-09,900,23.389,0
1.1902e-06,2.1225e-09,900,23.416,0
1.1921e-06,2.1379e-09,900,23.442,0
1.194e-06,2.1533e-09,900,23.469,0
1.1959e-06,2.1686e-09,900,23.495,0
1.1977e-06,2.1812e-09,900,23.522,0
1.1995e-06,2.1905e-09,900,23.548,0
1.2012e-06,2.1998e-09,900,23.575,0
1.203e-06,2.2091e-09,900,23.601,0
1.2048e-06,2.2184e-09,900,23.628,0
1.2066e-06,2.2276e-09,900,23.654,0
1.2083e-06,2.2369e-09,900,23.681,0
1.2101e-06,2.2462e-09,900,23.707,0
1.2119e-06,2.2555e-09,900,23.734,0
1.2136e-06,2.2648e-09,900,23.76,0
1.2154e-06,2.2741e-09,900,23.787,0
1.2172e-06,2.2833e-09,900,23.813,0
1.2189e-06,2.2926e-09,900,23.84,0
1.2207e-06,2.3019e-09,900,23.866,0
1.2235e-06,2.3147e-09,900,23.892,0
1.2266e-06,2.3284e-09,900,23.919,0
1.2297e-06,2.3421e-09,900,23.945,0
1.2327e-06,2.3557e-09,900,23.972,0
1.2358e-06,2.3694e-09,900,23.998,0
1.2389e-06,2.3831e-09,900,24.025,0
1.242e-06,2.3968e-09,900,24.051,0
1.2451e-06,2.4105e-09,900,24.078,0
1.2481e-06,2.4241e-09,900,24.104,0
1.2512e-06,2.4378e-09,900,24.131,0
1.2543e-06,2.4515e-09,900,24.157,0
1.2574e-06,2.4652e-09,900,24.184,0
1.2604e-06,2.4789e-09,900,24.21,0
1.2635e-06,2.4926e-09,900,24.237,0
1.2672e-06,2.5076e-09,900,24.263,0
1.2708e-06,2.5227e-09,900,24.29,0
1.2745e-06,2.5378e-09,900,24.316,0
1.2781e-06,2.5528e-09,900,24.343,0
1.2818e-06,2.5679e-09,900,24.369,0
1.2854e-06,2.5829e-09,900,24.396,0
1.2891e-06,2.598e-09,900,24.422,0
1.2927e-06,2.6131e-09,900,24.449,0
1.2964e-06,2.6281e-09,900,24.475,0
1.3e-06,2.6432e-09,900,24.502,0
1.3037e-06,2.6582e-09,900,24.528,0
1.3073e-06,2.6733e-09,900,24.555,0
1.311e-06,2.6884e-09,900,24.581,0
1.3145e-06,2.7029e-09,900,24.608,0
1.317e-06,2.7139e-09,900,24.634,0
1.3195e-06,2.7249e-09,900,24.661,0
1.322e-06,2.7359e-09,900,24.687,0
1.3245e-06,2.7469e-09,900,24.713,0
1.327e-06,2.7579e-09,900,24.74,0
1.3294e-06,2.7689e-09,900,24.766,0
1.3319e-06,2.7799e-09,900,24.793,0
1.3344e-06,2.7909e-09,900,24.819,0
1.3369e-06,2.802e-09,900,24.846,0
1.3394e-06,2.813e-09,900,24.872,0
1.3419e-06,2.824e-09,900,24.899,0
1.3444e-06,2.835e-09,900,24.925,0
1.3469e-06,2.846e-09,900,24.952,0
1.3492e-06,2.8571e-09,900,24.978,0
1.3501e-06,2.8691e-09,900,25.005,0
1.351e-06,2.8811e-09,900,25.031,0
1.3519e-06,2.8931e-09,900,25.058,0
1.3529e-06,2.905e-09,900,25.084,0
1.3538e-06,2.917e-09,900,25.111,0
1.3547e-06,2.929e-09,900,25.137,0
1.3556e-06,2.941e-09,900,25.164,0
1.3565e-06,2.9529e-09,900,25.19,0
1.3575e-06,2.9649e-09,900,25.217,0
1.3584e-06,2.9769e-09,900,25.243,0
1.3593e-06,2.9889e-09,900,25.27,0
1.3602e-06,3.0008e-09,900,25.296,0
1.3611e-06,3.0128e-09,900,25.323,0
1.362e-06,3.0248e-09,900,25.349,0
1.3623e-06,3.0347e-09,900,25.376,0
1.3626e-06,3.0445e-09,900,25.402,0
1.3629e-06,3.0544e-09,900,25.429,0
1.3631e-06,3.0643e-09,900,25.455,0
1.3634e-06,3.0742e-09,900,25.482,0
1.3637e-06,3.084e-09,900,25.508,0
1.364e-06,3.0939e-09,900,25.535,0
1.3642e-06,3.1038e-09,900,25.561,0
1.3645e-06,3.1137e-09,900,25.587,0
1.3648e-06,3.1235e-09,900,25.614,0
1.3651e-06,3.1334e-09,900,25.64,0
1.3653e-06,3.1433e-09,900,25.667,0
1.3656e-06,3.1532e-09,900,25.693,0
1.3659e-06,3.163e-09,900,25.72,0
1.3666e-06,3.1748e-09,900,25.746,0
1.3674e-06,3.187e-09,900,25.773,0
1.3683e-06,3.1992e-09,900,25.799,0
1.3691e-06,3.2115e-09,900,25.826,0
1.37e-06,3.2237e-09,900,25.852,0
1.3708e-06,3.2359e-09,900,25.879,0
1.3717e-06,3.2482e-09,900,25.905,0
1.3725e-06,3.2604e-09,900,25.932,0
1.3733e-06,3.2726e-09,900,25.958,0
1.3742e-06,3.2849e-09,900,25.985,0
1.375e-06,3.2971e-09,900,26.011,0
1.3759e-06,3.3093e-09,900,26.038,0
1.3767e-06,3.3216e-09,900,26.064,0
1.3775e-06,3.3338e-09,900,26.091,0
1.3784e-06,3.3466e-09,900,26.117,0
1.3792e-06,3.3601e-09,900,26.144,0
1.38e-06,3.3736e-09,900,26.17,0
1.3808e-06,3.3871e-09,900,26.197,0
1.3816e-06,3.4006e-09,900,26.223,0
1.3824e-06,3.414e-09,900,26.25,0
1.3832e-06,3.4275e-09,900,26.276,0
1.3841e-06,3.441e-09,900,26.303,0
1.3849e-06,3.4545e-09,900,26.329,0
1.3857e-06,3.468e-09,900,26.356,0
1.3865e-06,3.4815e-09,900,26.382,0
1.3873e-06,3.495e-09,900,26.408,0
1.3881e-06,3.5085e-09,900,26.435,0
1.3889e-06,3.522e-09,900,26.461,0
nan,nan,900,26.488,0
