"u_plus","y_plus","Points:0","Points:1","Points:2"
22.913,785.85,900,22.277,0
22.913,786.78,900,22.303,0
22.913,787.72,900,22.33,0
22.913,788.65,900,22.356,0
22.912,789.59,900,22.383,0
22.912,790.52,900,22.409,0
22.912,791.46,900,22.436,0
22.912,792.39,900,22.462,0
22.911,793.32,900,22.489,0
22.911,794.26,900,22.515,0
22.911,795.19,900,22.542,0
22.911,796.13,900,22.568,0
22.91,797.06,900,22.595,0
22.91,798,900,22.621,0
22.91,798.93,900,22.648,0
22.91,799.86,900,22.674,0
22.909,800.8,900,22.701,0
22.909,801.73,900,22.727,0
22.909,802.67,900,22.754,0
22.909,803.6,900,22.78,0
22.908,804.53,900,22.807,0
22.908,805.47,900,22.833,0
22.908,806.4,900,22.86,0
22.907,807.34,900,22.886,0
22.907,808.27,900,22.913,0
22.907,809.21,900,22.939,0
22.907,810.14,900,22.966,0
22.906,811.07,900,22.992,0
22.906,812.01,900,23.018,0
22.906,812.94,900,23.045,0
22.906,813.88,900,23.071,0
22.905,814.81,900,23.098,0
22.905,815.75,900,23.124,0
22.905,816.68,900,23.151,0
22.905,817.61,900,23.177,0
22.904,818.55,900,23.204,0
22.904,819.48,900,23.23,0
22.904,820.42,900,23.257,0
22.903,821.35,900,23.283,0
22.903,822.29,900,23.31,0
22.903,823.22,900,23.336,0
22.903,824.15,900,23.363,0
22.902,825.09,900,23.389,0
22.902,826.02,900,23.416,0
22.902,826.96,900,23.442,0
22.902,827.89,900,23.469,0
22.901,828.83,900,23.495,0
22.901,829.76,900,23.522,0
22.901,830.69,900,23.548,0
22.9,831.63,900,23.575,0
22.9,832.56,900,23.601,0
22.9,833.5,900,23.628,0
22.9,834.43,900,23.654,0
22.899,835.37,900,23.681,0
22.899,836.3,900,23.707,0
22.899,837.23,900,23.734,0
22.898,838.17,900,23.76,0
22.898,839.1,900,23.787,0
22.898,840.04,900,23.813,0
22.898,840.97,900,23.84,0
22.897,841.91,900,23.866,0
22.897,842.84,900,23.892,0
22.897,843.77,900,23.919,0
22.896,844.71,900,23.945,0
22.896,845.64,900,23.972,0
22.896,846.58,900,23.998,0
22.896,847.51,900,24.025,0
22.895,848.45,900,24.051,0
22.895,849.38,900,24.078,0
22.895,850.31,900,24.104,0
22.894,851.25,900,24.131,0
22.894,852.18,900,24.157,0
22.894,853.12,900,24.184,0
22.894,854.05,900,24.21,0
22.893,854.99,900,24.237,0
22.893,855.92,900,24.263,0
22.893,856.85,900,24.29,0
22.892,857.79,900,24.316,0
22.892,858.72,900,24.343,0
22.892,859.66,900,24.369,0
22.892,860.59,900,24.396,0
22.891,861.53,900,24.422,0
22.891,862.46,900,24.449,0
22.891,863.39,900,24.475,0
22.89,864.33,900,24.502,0
22.89,865.26,900,24.528,0
22.89,866.2,900,24.555,0
22.889,867.13,900,24.581,0
22.889,868.07,900,24.608,0
22.889,869,900,24.634,0
22.888,869.93,900,24.661,0
22.888,870.87,900,24.687,0
22.888,871.8,900,24.713,0
22.888,872.74,900,24.74,0
22.887,873.67,900,24.766,0
22.887,874.61,900,24.793,0
22.887,875.54,900,24.819,0
22.886,876.47,900,24.846,0
22.886,877.41,900,24.872,0
22.886,878.34,900,24.899,0
22.885,879.28,900,24.925,0
22.885,880.21,900,24.952,0
22.885,881.15,900,24.978,0
22.884,882.08,900,25.005,0
22.884,883.01,900,25.031,0
22.884,883.95,900,25.058,0
22.883,884.88,900,25.084,0
22.883,885.82,900,25.111,0
22.883,886.75,900,25.137,0
22.883,887.69,900,25.164,0
22.882,888.62,900,25.19,0
22.882,889.55,900,25.217,0
22.882,890.49,900,25.243,0
22.881,891.42,900,25.27,0
22.881,892.36,900,25.296,0
22.881,893.29,900,25.323,0
22.88,894.23,900,25.349,0
22.88,895.16,900,25.376,0
22.88,896.09,900,25.402,0
22.879,897.03,900,25.429,0
22.879,897.96,900,25.455,0
22.879,898.9,900,25.482,0
22.878,899.83,900,25.508,0
22.878,900.76,900,25.535,0
22.878,901.7,900,25.561,0
22.877,902.63,900,25.587,0
22.877,903.57,900,25.614,0
22.877,904.5,900,25.64,0
22.876,905.44,900,25.667,0
22.876,906.37,900,25.693,0
22.876,907.3,900,25.72,0
22.876,908.24,900,25.746,0
22.875,909.17,900,25.773,0
22.875,910.11,900,25.799,0
22.875,911.04,900,25.826,0
22.874,911.98,900,25.852,0
22.874,912.91,900,25.879,0
22.874,913.84,900,25.905,0
22.873,914.78,900,25.932,0
22.873,915.71,900,25.958,0
22.873,916.65,900,25.985,0
22.872,917.58,900,26.011,0
22.872,918.52,900,26.038,0
22.872,919.45,900,26.064,0
22.871,920.38,900,26.091,0
22.871,921.32,900,26.117,0
22.871,922.25,900,26.144,0
22.87,923.19,900,26.17,0
22.87,924.12,900,26.197,0
22.87,925.06,900,26.223,0
22.869,925.99,900,26.25,0
22.869,926.92,900,26.276,0
22.869,927.86,900,26.303,0
22.868,928.79,900,26.329,0
22.868,929.73,900,26.356,0
22.868,930.66,900,26.382,0
22.867,931.6,900,26.408,0
22.867,932.53,900,26.435,0
22.867,933.46,900,26.461,0
nan,nan,900,26.488,0
