"tau_wall","y_plus","Points:0","Points:1","Points:2"
9.9367,0.12625,588.62,0.0035789,0
9.9299,0.12625,589.49,0.0035789,0
9.9227,0.12625,590.36,0.0035789,0
9.9144,0.12625,591.23,0.0035789,0
9.9048,0.12625,592.1,0.0035789,0
9.8958,0.12625,592.97,0.0035789,0
9.888,0.12625,593.84,0.0035789,0
9.8818,0.12625,594.71,0.0035789,0
9.8769,0.12625,595.58,0.0035789,0
9.8715,0.12625,596.45,0.0035789,0
9.8652,0.12625,597.32,0.0035789,0
9.8581,0.12625,598.19,0.0035789,0
9.8501,0.12625,599.06,0.0035789,0
9.8413,0.12625,599.93,0.0035789,0
9.8328,0.12625,600.8,0.0035789,0
9.8249,0.12625,601.66,0.0035789,0
9.8167,0.12625,602.53,0.0035789,0
9.8096,0.12625,603.4,0.0035789,0
9.8043,0.12625,604.27,0.0035789,0
9.8001,0.12625,605.14,0.0035789,0
9.796,0.12625,606.01,0.0035789,0
9.7917,0.12625,606.88,0.0035789,0
9.7869,0.12625,607.75,0.0035789,0
9.7814,0.12625,608.62,0.0035789,0
9.7753,0.12625,609.49,0.0035789,0
9.7689,0.12625,610.36,0.0035789,0
9.7623,0.12625,611.23,0.0035789,0
9.7559,0.12625,612.1,0.0035789,0
9.75,0.12625,612.97,0.0035789,0
9.7441,0.12625,613.84,0.0035789,0
9.7378,0.12625,614.71,0.0035789,0
9.7308,0.12625,615.58,0.0035789,0
9.7235,0.12625,616.45,0.0035789,0
9.7162,0.12625,617.32,0.0035789,0
9.7107,0.12625,618.19,0.0035789,0
9.7075,0.12625,619.06,0.0035789,0
9.7058,0.12625,619.93,0.0035789,0
9.7043,0.12625,620.8,0.0035789,0
9.7025,0.12625,621.67,0.0035789,0
9.7001,0.12625,622.54,0.0035789,0
9.6979,0.12625,623.41,0.0035789,0
9.6963,0.12625,624.28,0.0035789,0
9.6955,0.12625,625.15,0.0035789,0
9.6949,0.12625,626.02,0.0035789,0
9.694,0.12625,626.89,0.0035789,0
9.6926,0.12625,627.76,0.0035789,0
9.6895,0.12625,628.63,0.0035789,0
9.6846,0.12625,629.5,0.0035789,0
9.6786,0.12625,630.37,0.0035789,0
9.673,0.12625,631.24,0.0035789,0
9.6677,0.12625,632.11,0.0035789,0
9.6616,0.12625,632.98,0.0035789,0
9.6556,0.12625,633.85,0.0035789,0
9.6512,0.12625,634.72,0.0035789,0
9.6476,0.12625,635.59,0.0035789,0
9.6436,0.12625,636.46,0.0035789,0
9.6385,0.12625,637.33,0.0035789,0
9.6321,0.12625,638.2,0.0035789,0
9.624,0.12625,639.07,0.0035789,0
9.6154,0.12625,639.94,0.0035789,0
9.6078,0.12625,640.81,0.0035789,0
9.6008,0.12625,641.67,0.0035789,0
9.5946,0.12625,642.54,0.0035789,0
9.5896,0.12625,643.41,0.0035789,0
9.5847,0.12625,644.28,0.0035789,0
9.5791,0.12625,645.15,0.0035789,0
9.5735,0.12625,646.02,0.0035789,0
9.5685,0.12625,646.89,0.0035789,0
9.5635,0.12625,647.76,0.0035789,0
9.5575,0.12625,648.63,0.0035789,0
9.5506,0.12625,649.5,0.0035789,0
9.5435,0.12625,650.37,0.0035789,0
9.5365,0.12625,651.24,0.0035789,0
9.5293,0.12625,652.11,0.0035789,0
9.5216,0.12625,652.98,0.0035789,0
9.513,0.12625,653.85,0.0035789,0
9.504,0.12625,654.72,0.0035789,0
9.4952,0.12625,655.59,0.0035789,0
9.4863,0.12625,656.46,0.0035789,0
9.4775,0.12625,657.33,0.0035789,0
9.4693,0.12625,658.2,0.0035789,0
9.4633,0.12625,659.07,0.0035789,0
9.4585,0.12625,659.94,0.0035789,0
9.4548,0.12625,660.81,0.0035789,0
9.4513,0.12625,661.68,0.0035789,0
9.4475,0.12625,662.55,0.0035789,0
9.4434,0.12625,663.42,0.0035789,0
9.4389,0.12625,664.29,0.0035789,0
9.4348,0.12625,665.16,0.0035789,0
9.4319,0.12625,666.03,0.0035789,0
9.4298,0.12625,666.9,0.0035789,0
9.4279,0.12625,667.77,0.0035789,0
9.4264,0.12625,668.64,0.0035789,0
9.4263,0.12625,669.51,0.0035789,0
9.4275,0.12625,670.38,0.0035789,0
9.4284,0.12625,671.25,0.0035789,0
9.4275,0.12625,672.12,0.0035789,0
9.4248,0.12625,672.99,0.0035789,0
9.4214,0.12625,673.86,0.0035789,0
9.418,0.12625,674.73,0.0035789,0
9.4146,0.12625,675.6,0.0035789,0
9.4098,0.12625,676.47,0.0035789,0
9.4042,0.12625,677.34,0.0035789,0
9.3985,0.12625,678.21,0.0035789,0
9.394,0.12625,679.08,0.0035789,0
9.3903,0.12625,679.95,0.0035789,0
9.3859,0.12625,680.82,0.0035789,0
9.3797,0.12625,681.68,0.0035789,0
9.373,0.12625,682.55,0.0035789,0
9.3671,0.12625,683.42,0.0035789,0
9.3617,0.12625,684.29,0.0035789,0
9.3573,0.12625,685.16,0.0035789,0
9.3544,0.12625,686.03,0.0035789,0
9.3517,0.12625,686.9,0.0035789,0
9.3473,0.12625,687.77,0.0035789,0
9.3422,0.12625,688.64,0.0035789,0
9.3377,0.12625,689.51,0.0035789,0
9.3336,0.12625,690.38,0.0035789,0
9.3298,0.12625,691.25,0.0035789,0
9.3264,0.12625,692.12,0.0035789,0
9.3239,0.12625,692.99,0.0035789,0
9.3214,0.12625,693.86,0.0035789,0
9.3194,0.12625,694.73,0.0035789,0
9.3183,0.12625,695.6,0.0035789,0
9.3175,0.12625,696.47,0.0035789,0
9.3169,0.12625,697.34,0.0035789,0
9.3169,0.12625,698.21,0.0035789,0
9.3162,0.12625,699.08,0.0035789,0
9.3156,0.12625,699.95,0.0035789,0
9.3141,0.12625,700.82,0.0035789,0
9.3111,0.12625,701.69,0.0035789,0
9.3078,0.12625,702.56,0.0035789,0
9.3051,0.12625,703.43,0.0035789,0
9.3029,0.12625,704.3,0.0035789,0
9.2996,0.12625,705.17,0.0035789,0
9.2948,0.12625,706.04,0.0035789,0
9.2883,0.12625,706.91,0.0035789,0
9.2806,0.12625,707.78,0.0035789,0
9.2728,0.12625,708.65,0.0035789,0
9.2653,0.12625,709.52,0.0035789,0
9.258,0.12625,710.39,0.0035789,0
9.2515,0.12625,711.26,0.0035789,0
9.2457,0.12625,712.13,0.0035789,0
9.2405,0.12625,713,0.0035789,0
9.2361,0.12625,713.87,0.0035789,0
9.2325,0.12625,714.74,0.0035789,0
9.2297,0.12625,715.61,0.0035789,0
9.2282,0.12625,716.48,0.0035789,0
9.2274,0.12625,717.35,0.0035789,0
9.2264,0.12625,718.22,0.0035789,0
9.2243,0.12625,719.09,0.0035789,0
9.2216,0.12625,719.96,0.0035789,0
9.2183,0.12625,720.83,0.0035789,0
9.2149,0.12625,721.69,0.0035789,0
9.2115,0.12625,722.56,0.0035789,0
9.2081,0.12625,723.43,0.0035789,0
9.2056,0.12625,724.3,0.0035789,0
9.2039,0.12625,725.17,0.0035789,0
9.2022,0.12625,726.04,0.0035789,0
9.1987,0.12625,726.91,0.0035789,0
9.1931,0.12625,727.78,0.0035789,0
9.1854,0.12625,728.65,0.0035789,0
9.1767,0.12625,729.52,0.0035789,0
9.1686,0.12625,730.39,0.0035789,0
9.1611,0.12625,731.26,0.0035789,0
9.154,0.12625,732.13,0.0035789,0
9.1474,0.12625,733,0.0035789,0
9.1415,0.12625,733.87,0.0035789,0
9.136,0.12625,734.74,0.0035789,0
9.1317,0.12625,735.61,0.0035789,0
9.1289,0.12625,736.48,0.0035789,0
9.1275,0.12625,737.35,0.0035789,0
9.1266,0.12625,738.22,0.0035789,0
9.1258,0.12625,739.09,0.0035789,0
9.1259,0.12625,739.96,0.0035789,0
9.1266,0.12625,740.83,0.0035789,0
9.127,0.12625,741.7,0.0035789,0
9.1266,0.12625,742.57,0.0035789,0
9.1254,0.12625,743.44,0.0035789,0
9.1235,0.12625,744.31,0.0035789,0
9.1213,0.12625,745.18,0.0035789,0
9.1185,0.12625,746.05,0.0035789,0
9.114,0.12625,746.92,0.0035789,0
9.107,0.12625,747.79,0.0035789,0
9.1,0.12625,748.66,0.0035789,0
9.0949,0.12625,749.53,0.0035789,0
9.092,0.12625,750.4,0.0035789,0
9.0918,0.12625,751.27,0.0035789,0
9.0935,0.12625,752.14,0.0035789,0
9.0943,0.12625,753.01,0.0035789,0
9.0928,0.12625,753.88,0.0035789,0
9.0894,0.12625,754.75,0.0035789,0
9.085,0.12625,755.62,0.0035789,0
9.0804,0.12625,756.49,0.0035789,0
9.0755,0.12625,757.36,0.0035789,0
9.0703,0.12625,758.23,0.0035789,0
9.0654,0.12625,759.1,0.0035789,0
9.0618,0.12625,759.97,0.0035789,0
9.0571,0.12625,760.83,0.0035789,0
9.0505,0.12625,761.7,0.0035789,0
9.0432,0.12625,762.57,0.0035789,0
9.0361,0.12625,763.44,0.0035789,0
9.0295,0.12625,764.31,0.0035789,0
9.0229,0.12625,765.18,0.0035789,0
9.0161,0.12625,766.05,0.0035789,0
9.0092,0.12625,766.92,0.0035789,0
9.0023,0.12625,767.79,0.0035789,0
8.9959,0.12625,768.66,0.0035789,0
8.9895,0.12625,769.53,0.0035789,0
8.9828,0.12625,770.4,0.0035789,0
8.9759,0.12625,771.27,0.0035789,0
8.9707,0.12625,772.14,0.0035789,0
8.9682,0.12625,773.01,0.0035789,0
8.9668,0.12625,773.88,0.0035789,0
8.9667,0.12625,774.75,0.0035789,0
8.968,0.12625,775.62,0.0035789,0
8.9702,0.12625,776.49,0.0035789,0
8.9732,0.12625,777.36,0.0035789,0
8.9762,0.12625,778.23,0.0035789,0
8.9775,0.12625,779.1,0.0035789,0
8.9771,0.12625,779.97,0.0035789,0
8.9759,0.12625,780.84,0.0035789,0
8.9746,0.12625,781.71,0.0035789,0
8.9736,0.12625,782.58,0.0035789,0
8.9724,0.12625,783.45,0.0035789,0
8.9705,0.12625,784.32,0.0035789,0
8.9682,0.12625,785.19,0.0035789,0
8.9656,0.12625,786.06,0.0035789,0
8.9633,0.12625,786.93,0.0035789,0
8.9609,0.12625,787.8,0.0035789,0
8.9582,0.12625,788.67,0.0035789,0
8.9549,0.12625,789.54,0.0035789,0
8.9512,0.12625,790.41,0.0035789,0
8.9486,0.12625,791.28,0.0035789,0
8.9475,0.12625,792.15,0.0035789,0
8.9467,0.12625,793.02,0.0035789,0
8.9463,0.12625,793.89,0.0035789,0
8.9453,0.12625,794.76,0.0035789,0
8.9429,0.12625,795.63,0.0035789,0
8.9392,0.12625,796.5,0.0035789,0
8.9342,0.12625,797.37,0.0035789,0
8.928,0.12625,798.24,0.0035789,0
8.9212,0.12625,799.11,0.0035789,0
8.9146,0.12625,799.98,0.0035789,0
8.9085,0.12625,800.84,0.0035789,0
8.9022,0.12625,801.71,0.0035789,0
8.8967,0.12625,802.58,0.0035789,0
8.8915,0.12625,803.45,0.0035789,0
8.8861,0.12625,804.32,0.0035789,0
8.881,0.12625,805.19,0.0035789,0
8.8764,0.12625,806.06,0.0035789,0
8.8722,0.12625,806.93,0.0035789,0
8.8677,0.12625,807.8,0.0035789,0
8.8635,0.12625,808.67,0.0035789,0
8.8598,0.12625,809.54,0.0035789,0
8.8566,0.12625,810.41,0.0035789,0
8.8533,0.12625,811.28,0.0035789,0
8.8493,0.12625,812.15,0.0035789,0
8.845,0.12625,813.02,0.0035789,0
8.8406,0.12625,813.89,0.0035789,0
8.8369,0.12625,814.76,0.0035789,0
8.8346,0.12625,815.63,0.0035789,0
8.833,0.12625,816.5,0.0035789,0
8.8306,0.12625,817.37,0.0035789,0
8.8285,0.12625,818.24,0.0035789,0
8.8273,0.12625,819.11,0.0035789,0
8.8261,0.12625,819.98,0.0035789,0
8.8248,0.12625,820.85,0.0035789,0
8.8239,0.12625,821.72,0.0035789,0
8.8226,0.12625,822.59,0.0035789,0
8.8197,0.12625,823.46,0.0035789,0
8.8147,0.12625,824.33,0.0035789,0
8.8093,0.12625,825.2,0.0035789,0
8.8057,0.12625,826.07,0.0035789,0
8.8026,0.12625,826.94,0.0035789,0
8.7991,0.12625,827.81,0.0035789,0
8.7953,0.12625,828.68,0.0035789,0
8.7917,0.12625,829.55,0.0035789,0
8.7873,0.12625,830.42,0.0035789,0
8.7825,0.12625,831.29,0.0035789,0
8.7781,0.12625,832.16,0.0035789,0
8.7741,0.12625,833.03,0.0035789,0
8.7705,0.12625,833.9,0.0035789,0
8.7679,0.12625,834.77,0.0035789,0
8.7662,0.12625,835.64,0.0035789,0
8.7641,0.12625,836.51,0.0035789,0
8.7612,0.12625,837.38,0.0035789,0
8.7576,0.12625,838.25,0.0035789,0
8.7531,0.12625,839.12,0.0035789,0
8.7476,0.12625,839.99,0.0035789,0
8.7428,0.12625,840.85,0.0035789,0
8.7387,0.12625,841.72,0.0035789,0
8.7348,0.12625,842.59,0.0035789,0
8.7309,0.12625,843.46,0.0035789,0
8.7275,0.12625,844.33,0.0035789,0
8.7242,0.12625,845.2,0.0035789,0
8.7202,0.12625,846.07,0.0035789,0
8.7159,0.12625,846.94,0.0035789,0
8.7124,0.12625,847.81,0.0035789,0
8.7102,0.12625,848.68,0.0035789,0
8.7089,0.12625,849.55,0.0035789,0
8.7073,0.12625,850.42,0.0035789,0
8.7046,0.12625,851.29,0.0035789,0
8.7011,0.12625,852.16,0.0035789,0
8.697,0.12625,853.03,0.0035789,0
8.6928,0.12625,853.9,0.0035789,0
8.6887,0.12625,854.77,0.0035789,0
8.6847,0.12625,855.64,0.0035789,0
8.6816,0.12625,856.51,0.0035789,0
8.68,0.12625,857.38,0.0035789,0
8.6797,0.12625,858.25,0.0035789,0
8.68,0.12625,859.12,0.0035789,0
8.6805,0.12625,859.99,0.0035789,0
8.6804,0.12625,860.86,0.0035789,0
8.6779,0.12625,861.73,0.0035789,0
8.6735,0.12625,862.6,0.0035789,0
8.6675,0.12625,863.47,0.0035789,0
8.6604,0.12625,864.34,0.0035789,0
8.6544,0.12625,865.21,0.0035789,0
8.6503,0.12625,866.08,0.0035789,0
8.6472,0.12625,866.95,0.0035789,0
8.6447,0.12625,867.82,0.0035789,0
8.6428,0.12625,868.69,0.0035789,0
8.6416,0.12625,869.56,0.0035789,0
8.6408,0.12625,870.43,0.0035789,0
8.6389,0.12625,871.3,0.0035789,0
8.6355,0.12625,872.17,0.0035789,0
8.6312,0.12625,873.04,0.0035789,0
8.6267,0.12625,873.91,0.0035789,0
8.6233,0.12625,874.78,0.0035789,0
8.6209,0.12625,875.65,0.0035789,0
8.6183,0.12625,876.52,0.0035789,0
8.615,0.12625,877.39,0.0035789,0
8.611,0.12625,878.26,0.0035789,0
8.6064,0.12625,879.13,0.0035789,0
8.6016,0.12625,879.99,0.0035789,0
8.5967,0.12625,880.86,0.0035789,0
8.5919,0.12625,881.73,0.0035789,0
8.5881,0.12625,882.6,0.0035789,0
8.5849,0.12625,883.47,0.0035789,0
8.5821,0.12625,884.34,0.0035789,0
8.5803,0.12625,885.21,0.0035789,0
8.5794,0.12625,886.08,0.0035789,0
8.5786,0.12625,886.95,0.0035789,0
8.5781,0.12625,887.82,0.0035789,0
8.5789,0.12625,888.69,0.0035789,0
8.5799,0.12625,889.56,0.0035789,0
8.58,0.12625,890.43,0.0035789,0
8.5797,0.12625,891.3,0.0035789,0
8.5796,0.12625,892.17,0.0035789,0
8.5807,0.12625,893.04,0.0035789,0
8.582,0.12625,893.91,0.0035789,0
8.5823,0.12625,894.78,0.0035789,0
8.5808,0.12625,895.65,0.0035789,0
8.5782,0.12625,896.52,0.0035789,0
8.5759,0.12625,897.39,0.0035789,0
8.5745,0.12625,898.26,0.0035789,0
8.5741,0.12625,899.13,0.0035789,0
8.5739,0.12625,900,0.0035789,0
