"RUU","RUV","RUW","RVV","RVW","RWW","TKE","y_plus","Points:0","Points:1","Points:2"
0.0044896,-0.0013759,-2.5384e-05,0.0019271,2.829e-06,0.0026866,0.0045517,211.27,900,5.989,0
0.0044741,-0.0013718,-2.5351e-05,0.0019219,2.8291e-06,0.0026793,0.0045377,212.21,900,6.0155,0
0.0044587,-0.0013678,-2.5318e-05,0.0019168,2.8293e-06,0.0026719,0.0045237,213.14,900,6.042,0
0.004443,-0.0013636,-2.5527e-05,0.0019115,2.8922e-06,0.0026644,0.0045094,214.07,900,6.0685,0
0.0044272,-0.0013595,-2.5757e-05,0.0019063,2.9606e-06,0.0026569,0.0044952,215.01,900,6.095,0
0.0044115,-0.0013553,-2.5987e-05,0.0019011,3.029e-06,0.0026494,0.004481,215.94,900,6.1215,0
0.0043958,-0.0013512,-2.6217e-05,0.0018958,3.0973e-06,0.0026419,0.0044667,216.88,900,6.148,0
0.0043801,-0.001347,-2.647e-05,0.0018906,3.1831e-06,0.0026343,0.0044525,217.81,900,6.1744,0
0.0043648,-0.0013429,-2.6883e-05,0.0018853,3.3947e-06,0.0026264,0.0044383,218.75,900,6.2009,0
0.0043496,-0.0013387,-2.7296e-05,0.00188,3.6062e-06,0.0026186,0.0044241,219.68,900,6.2274,0
0.0043343,-0.0013345,-2.7709e-05,0.0018747,3.8177e-06,0.0026107,0.0044099,220.61,900,6.2539,0
0.004319,-0.0013303,-2.8122e-05,0.0018695,4.0292e-06,0.0026028,0.0043957,221.55,900,6.2804,0
0.0043039,-0.0013261,-2.8522e-05,0.0018642,4.256e-06,0.0025948,0.0043815,222.48,900,6.3069,0
0.0042892,-0.0013219,-2.888e-05,0.0018589,4.5321e-06,0.0025865,0.0043673,223.42,900,6.3333,0
0.0042746,-0.0013176,-2.9237e-05,0.0018536,4.8081e-06,0.0025782,0.0043532,224.35,900,6.3598,0
0.0042599,-0.0013134,-2.9595e-05,0.0018483,5.0841e-06,0.0025699,0.0043391,225.29,900,6.3863,0
0.0042453,-0.0013092,-2.9952e-05,0.001843,5.3601e-06,0.0025616,0.0043249,226.22,900,6.4128,0
0.0042307,-0.0013049,-3.0269e-05,0.0018377,5.6128e-06,0.0025532,0.0043108,227.15,900,6.4393,0
0.0042161,-0.0013007,-3.0471e-05,0.0018323,5.8003e-06,0.0025446,0.0042965,228.09,900,6.4658,0
0.0042016,-0.0012965,-3.0672e-05,0.001827,5.9878e-06,0.0025359,0.0042823,229.02,900,6.4922,0
0.0041871,-0.0012922,-3.0874e-05,0.0018217,6.1753e-06,0.0025273,0.0042681,229.96,900,6.5187,0
0.0041726,-0.001288,-3.1075e-05,0.0018164,6.3629e-06,0.0025186,0.0042538,230.89,900,6.5452,0
0.0041582,-0.0012838,-3.1221e-05,0.0018111,6.5173e-06,0.0025099,0.0042396,231.83,900,6.5717,0
0.0041441,-0.0012796,-3.1144e-05,0.0018058,6.5402e-06,0.0025008,0.0042254,232.76,900,6.5982,0
0.0041301,-0.0012755,-3.1067e-05,0.0018005,6.5631e-06,0.0024917,0.0042111,233.69,900,6.6247,0
0.0041161,-0.0012714,-3.099e-05,0.0017953,6.5859e-06,0.0024825,0.0041969,234.63,900,6.6512,0
0.004102,-0.0012672,-3.0913e-05,0.00179,6.6088e-06,0.0024734,0.0041827,235.56,900,6.6776,0
0.004088,-0.0012631,-3.0827e-05,0.0017847,6.625e-06,0.0024643,0.0041685,236.5,900,6.7041,0
0.0040743,-0.001259,-3.0566e-05,0.0017794,6.508e-06,0.002455,0.0041543,237.43,900,6.7306,0
0.0040606,-0.0012549,-3.0305e-05,0.0017741,6.391e-06,0.0024456,0.0041402,238.37,900,6.7571,0
0.0040469,-0.0012507,-3.0043e-05,0.0017689,6.2739e-06,0.0024363,0.004126,239.3,900,6.7836,0
0.0040332,-0.0012466,-2.9782e-05,0.0017636,6.1569e-06,0.0024269,0.0041119,240.23,900,6.8101,0
0.0040196,-0.0012425,-2.9521e-05,0.0017583,6.0399e-06,0.0024175,0.0040977,241.17,900,6.8365,0
0.0040057,-0.0012384,-2.9181e-05,0.001753,5.8768e-06,0.0024083,0.0040835,242.1,900,6.863,0
0.0039919,-0.0012343,-2.8822e-05,0.0017477,5.7023e-06,0.0023991,0.0040693,243.04,900,6.8895,0
0.003978,-0.0012301,-2.8463e-05,0.0017424,5.5279e-06,0.0023899,0.0040552,243.97,900,6.916,0
0.0039641,-0.001226,-2.8105e-05,0.0017371,5.3535e-06,0.0023807,0.004041,244.91,900,6.9425,0
0.0039503,-0.0012219,-2.7746e-05,0.0017318,5.179e-06,0.0023715,0.0040268,245.84,900,6.969,0
0.003936,-0.0012177,-2.7232e-05,0.0017264,4.9921e-06,0.0023624,0.0040124,246.77,900,6.9955,0
0.0039213,-0.0012135,-2.6538e-05,0.001721,4.7909e-06,0.0023535,0.0039979,247.71,900,7.0219,0
0.0039067,-0.0012093,-2.5845e-05,0.0017156,4.5896e-06,0.0023445,0.0039834,248.64,900,7.0484,0
0.003892,-0.0012052,-2.5151e-05,0.0017101,4.3884e-06,0.0023355,0.0039688,249.58,900,7.0749,0
0.0038773,-0.001201,-2.4457e-05,0.0017047,4.1871e-06,0.0023265,0.0039543,250.51,900,7.1014,0
0.0038627,-0.0011968,-2.3757e-05,0.0016993,3.9864e-06,0.0023175,0.0039397,251.45,900,7.1279,0
0.0038486,-0.0011925,-2.283e-05,0.0016937,3.8026e-06,0.0023084,0.0039253,252.38,900,7.1544,0
0.0038345,-0.0011883,-2.1903e-05,0.0016881,3.6187e-06,0.0022992,0.0039109,253.31,900,7.1808,0
0.0038204,-0.001184,-2.0977e-05,0.0016825,3.4349e-06,0.00229,0.0038964,254.25,900,7.2073,0
0.0038062,-0.0011798,-2.005e-05,0.0016769,3.2511e-06,0.0022808,0.003882,255.18,900,7.2338,0
0.0037921,-0.0011755,-1.9123e-05,0.0016713,3.0672e-06,0.0022717,0.0038676,256.12,900,7.2603,0
0.0037781,-0.0011712,-1.8318e-05,0.0016656,2.9287e-06,0.0022623,0.003853,257.05,900,7.2868,0
0.0037641,-0.0011669,-1.7634e-05,0.0016598,2.8353e-06,0.0022528,0.0038384,257.99,900,7.3133,0
0.0037501,-0.0011625,-1.695e-05,0.001654,2.742e-06,0.0022433,0.0038237,258.92,900,7.3397,0
0.0037361,-0.0011581,-1.6266e-05,0.0016482,2.6486e-06,0.0022337,0.0038091,259.85,900,7.3662,0
0.0037221,-0.0011538,-1.5582e-05,0.0016424,2.5553e-06,0.0022242,0.0037944,260.79,900,7.3927,0
0.0037082,-0.0011494,-1.4898e-05,0.0016367,2.4619e-06,0.0022147,0.0037798,261.72,900,7.4192,0
0.0036939,-0.0011449,-1.4506e-05,0.0016307,2.4117e-06,0.0022053,0.0037649,262.66,900,7.4457,0
0.0036795,-0.0011404,-1.4157e-05,0.0016247,2.3676e-06,0.0021959,0.00375,263.59,900,7.4722,0
0.0036652,-0.0011358,-1.3807e-05,0.0016187,2.3236e-06,0.0021865,0.0037352,264.53,900,7.4987,0
0.0036508,-0.0011313,-1.3458e-05,0.0016127,2.2795e-06,0.002177,0.0037203,265.46,900,7.5251,0
0.0036365,-0.0011268,-1.3108e-05,0.0016067,2.2355e-06,0.0021676,0.0037054,266.39,900,7.5516,0
0.0036222,-0.0011222,-1.2788e-05,0.0016007,2.19e-06,0.0021582,0.0036906,267.33,900,7.5781,0
0.0036081,-0.0011175,-1.2634e-05,0.0015946,2.1366e-06,0.0021488,0.0036758,268.26,900,7.6046,0
0.0035941,-0.0011127,-1.248e-05,0.0015885,2.0832e-06,0.0021394,0.003661,269.2,900,7.6311,0
0.00358,-0.001108,-1.2326e-05,0.0015825,2.0297e-06,0.00213,0.0036462,270.13,900,7.6576,0
0.0035659,-0.0011033,-1.2173e-05,0.0015764,1.9763e-06,0.0021206,0.0036315,271.07,900,7.684,0
0.0035519,-0.0010985,-1.2019e-05,0.0015703,1.9229e-06,0.0021112,0.0036167,272,900,7.7105,0
0.0035379,-0.0010937,-1.1883e-05,0.0015642,1.8581e-06,0.0021017,0.0036019,272.93,900,7.737,0
0.0035241,-0.0010888,-1.1785e-05,0.0015581,1.7696e-06,0.0020922,0.0035872,273.87,900,7.7635,0
0.0035103,-0.0010839,-1.1686e-05,0.001552,1.6812e-06,0.0020826,0.0035724,274.8,900,7.79,0
0.0034965,-0.001079,-1.1588e-05,0.0015459,1.5927e-06,0.002073,0.0035577,275.74,900,7.8165,0
0.0034827,-0.001074,-1.149e-05,0.0015398,1.5043e-06,0.0020634,0.003543,276.67,900,7.843,0
0.0034689,-0.0010691,-1.1391e-05,0.0015337,1.4158e-06,0.0020538,0.0035282,277.61,900,7.8694,0
0.0034545,-0.0010641,-1.1364e-05,0.0015277,1.3332e-06,0.0020442,0.0035132,278.54,900,7.8959,0
0.0034393,-0.001059,-1.1444e-05,0.0015216,1.2594e-06,0.0020345,0.0034977,279.47,900,7.9224,0
0.0034242,-0.0010538,-1.1523e-05,0.0015156,1.1855e-06,0.0020247,0.0034822,280.41,900,7.9489,0
0.003409,-0.0010487,-1.1602e-05,0.0015096,1.1116e-06,0.002015,0.0034668,281.34,900,7.9754,0
0.0033938,-0.0010435,-1.1682e-05,0.0015036,1.0378e-06,0.0020053,0.0034513,282.28,900,8.0019,0
0.0033786,-0.0010384,-1.1761e-05,0.0014975,9.639e-07,0.0019955,0.0034358,283.21,900,8.0283,0
0.0033634,-0.0010332,-1.1889e-05,0.0014915,9.3387e-07,0.0019857,0.0034203,284.15,900,8.0548,0
0.003348,-0.001028,-1.2099e-05,0.0014856,9.771e-07,0.0019757,0.0034047,285.08,900,8.0813,0
0.0033327,-0.0010228,-1.2309e-05,0.0014797,1.0203e-06,0.0019658,0.0033891,286.01,900,8.1078,0
0.0033174,-0.0010176,-1.2519e-05,0.0014737,1.0636e-06,0.0019558,0.0033735,286.95,900,8.1343,0
0.0033021,-0.0010123,-1.2729e-05,0.0014678,1.1068e-06,0.0019459,0.0033579,287.88,900,8.1608,0
0.0032868,-0.0010071,-1.2939e-05,0.0014619,1.1501e-06,0.0019359,0.0033423,288.82,900,8.1873,0
0.0032715,-0.0010019,-1.3071e-05,0.0014559,1.2274e-06,0.0019259,0.0033266,289.75,900,8.2137,0
0.003256,-0.00099679,-1.2963e-05,0.0014501,1.4105e-06,0.0019156,0.0033108,290.69,900,8.2402,0
0.0032405,-0.00099167,-1.2855e-05,0.0014442,1.5936e-06,0.0019054,0.0032951,291.62,900,8.2667,0
0.003225,-0.00098654,-1.2747e-05,0.0014383,1.7767e-06,0.0018952,0.0032793,292.55,900,8.2932,0
0.0032096,-0.00098142,-1.2639e-05,0.0014324,1.9598e-06,0.0018849,0.0032635,293.49,900,8.3197,0
0.0031941,-0.00097629,-1.2531e-05,0.0014266,2.1429e-06,0.0018747,0.0032477,294.42,900,8.3462,0
0.0031786,-0.00097117,-1.2421e-05,0.0014207,2.3271e-06,0.0018645,0.0032319,295.36,900,8.3726,0
0.0031635,-0.00096624,-1.2113e-05,0.0014149,2.6196e-06,0.0018543,0.0032163,296.29,900,8.3991,0
0.0031483,-0.00096131,-1.1805e-05,0.001409,2.9122e-06,0.0018441,0.0032007,297.22,900,8.4256,0
0.0031332,-0.00095639,-1.1498e-05,0.0014032,3.2047e-06,0.0018339,0.0031852,298.16,900,8.4521,0
0.0031181,-0.00095146,-1.119e-05,0.0013973,3.4973e-06,0.0018238,0.0031696,299.09,900,8.4786,0
0.0031029,-0.00094653,-1.0882e-05,0.0013915,3.7899e-06,0.0018136,0.003154,300.03,900,8.5051,0
0.0030878,-0.0009416,-1.0575e-05,0.0013857,4.0824e-06,0.0018034,0.0031384,300.96,900,8.5315,0
0.0030732,-0.00093679,-1.0464e-05,0.0013798,4.4455e-06,0.0017935,0.0031233,301.9,900,8.558,0
0.0030588,-0.00093203,-1.045e-05,0.0013739,4.8435e-06,0.0017839,0.0031083,302.83,900,8.5845,0
0.0030445,-0.00092727,-1.0436e-05,0.0013681,5.2415e-06,0.0017742,0.0030933,303.76,900,8.611,0
0.0030301,-0.00092251,-1.0422e-05,0.0013622,5.6395e-06,0.0017645,0.0030784,304.7,900,8.6375,0
0.0030157,-0.00091775,-1.0408e-05,0.0013563,6.0375e-06,0.0017548,0.0030634,305.63,900,8.664,0
0.0030014,-0.00091299,-1.0394e-05,0.0013505,6.4355e-06,0.0017451,0.0030485,306.57,900,8.6905,0
0.0029872,-0.00090825,-1.0432e-05,0.0013446,6.8418e-06,0.0017355,0.0030336,307.5,900,8.7169,0
0.0029734,-0.00090355,-1.0649e-05,0.0013386,7.2772e-06,0.001726,0.003019,308.44,900,8.7434,0
0.0029596,-0.00089885,-1.0866e-05,0.0013327,7.7127e-06,0.0017166,0.0030044,309.37,900,8.7699,0
0.0029458,-0.00089415,-1.1083e-05,0.0013267,8.1481e-06,0.0017072,0.0029898,310.3,900,8.7964,0
0.002932,-0.00088945,-1.13e-05,0.0013207,8.5835e-06,0.0016978,0.0029752,311.24,900,8.8229,0
0.0029182,-0.00088475,-1.1517e-05,0.0013148,9.0189e-06,0.0016883,0.0029607,312.17,900,8.8494,0
0.0029044,-0.00088006,-1.1734e-05,0.0013088,9.4543e-06,0.0016789,0.0029461,313.11,900,8.8758,0
0.0028898,-0.00087541,-1.192e-05,0.0013028,9.8337e-06,0.0016694,0.002931,314.04,900,8.9023,0
0.0028747,-0.0008708,-1.209e-05,0.0012967,1.0185e-05,0.0016599,0.0029157,314.98,900,8.9288,0
0.0028597,-0.00086618,-1.2259e-05,0.0012907,1.0536e-05,0.0016504,0.0029004,315.91,900,8.9553,0
0.0028446,-0.00086156,-1.2429e-05,0.0012846,1.0888e-05,0.001641,0.0028851,316.84,900,8.9818,0
0.0028295,-0.00085695,-1.2599e-05,0.0012785,1.1239e-05,0.0016315,0.0028698,317.78,900,9.0083,0
0.0028145,-0.00085233,-1.2769e-05,0.0012725,1.159e-05,0.001622,0.0028545,318.71,900,9.0347,0
0.0027994,-0.00084772,-1.2938e-05,0.0012664,1.1942e-05,0.0016125,0.0028392,319.65,900,9.0612,0
0.0027843,-0.00084315,-1.2942e-05,0.0012603,1.2152e-05,0.0016029,0.0028237,320.58,900,9.0877,0
0.0027691,-0.00083858,-1.2945e-05,0.0012541,1.2362e-05,0.0015934,0.0028083,321.52,900,9.1142,0
0.0027539,-0.00083401,-1.2948e-05,0.001248,1.2573e-05,0.0015838,0.0027929,322.45,900,9.1407,0
0.0027387,-0.00082944,-1.2951e-05,0.0012419,1.2783e-05,0.0015743,0.0027774,323.38,900,9.1672,0
0.0027235,-0.00082487,-1.2955e-05,0.0012357,1.2993e-05,0.0015647,0.002762,324.32,900,9.1937,0
0.0027083,-0.0008203,-1.2958e-05,0.0012296,1.3204e-05,0.0015552,0.0027466,325.25,900,9.2201,0
0.0026931,-0.00081571,-1.2935e-05,0.0012235,1.3382e-05,0.0015457,0.0027311,326.19,900,9.2466,0
0.0026777,-0.00081104,-1.282e-05,0.0012173,1.3452e-05,0.0015363,0.0027157,327.12,900,9.2731,0
0.0026623,-0.00080638,-1.2706e-05,0.0012112,1.3522e-05,0.001527,0.0027002,328.06,900,9.2996,0
0.0026469,-0.00080171,-1.2591e-05,0.001205,1.3592e-05,0.0015176,0.0026848,328.99,900,9.3261,0
0.0026315,-0.00079704,-1.2477e-05,0.0011989,1.3662e-05,0.0015083,0.0026693,329.92,900,9.3526,0
0.0026161,-0.00079237,-1.2362e-05,0.0011928,1.3731e-05,0.0014989,0.0026539,330.86,900,9.379,0
0.0026007,-0.0007877,-1.2248e-05,0.0011866,1.3801e-05,0.0014895,0.0026384,331.79,900,9.4055,0
0.0025852,-0.00078302,-1.2117e-05,0.0011805,1.3836e-05,0.0014803,0.0026229,332.73,900,9.432,0
0.0025695,-0.00077831,-1.1956e-05,0.0011743,1.3803e-05,0.0014711,0.0026075,333.66,900,9.4585,0
0.0025537,-0.0007736,-1.1794e-05,0.0011682,1.377e-05,0.001462,0.002592,334.6,900,9.485,0
0.002538,-0.00076889,-1.1633e-05,0.0011621,1.3736e-05,0.0014528,0.0025765,335.53,900,9.5115,0
0.0025223,-0.00076418,-1.1471e-05,0.001156,1.3703e-05,0.0014437,0.002561,336.46,900,9.538,0
0.0025066,-0.00075947,-1.131e-05,0.0011498,1.367e-05,0.0014345,0.0025455,337.4,900,9.5644,0
0.0024909,-0.00075476,-1.1148e-05,0.0011437,1.3637e-05,0.0014254,0.00253,338.33,900,9.5909,0
0.0024752,-0.00075006,-1.1004e-05,0.0011376,1.3594e-05,0.0014163,0.0025145,339.27,900,9.6174,0
0.0024597,-0.00074537,-1.0893e-05,0.0011315,1.3533e-05,0.0014071,0.0024991,340.2,900,9.6439,0
0.0024441,-0.00074068,-1.0783e-05,0.0011254,1.3472e-05,0.001398,0.0024837,341.14,900,9.6704,0
0.0024286,-0.00073599,-1.0672e-05,0.0011193,1.3411e-05,0.0013888,0.0024683,342.07,900,9.6969,0
0.002413,-0.00073131,-1.0561e-05,0.0011131,1.335e-05,0.0013797,0.0024529,343,900,9.7233,0
0.0023975,-0.00072662,-1.0451e-05,0.001107,1.3289e-05,0.0013705,0.0024375,343.94,900,9.7498,0
0.0023819,-0.00072193,-1.034e-05,0.0011009,1.3227e-05,0.0013614,0.0024221,344.87,900,9.7763,0
0.0023663,-0.00071724,-1.0221e-05,0.0010948,1.3162e-05,0.0013522,0.0024067,345.81,900,9.8028,0
0.0023504,-0.00071254,-1.0072e-05,0.0010888,1.3082e-05,0.001343,0.0023911,346.74,900,9.8293,0
0.0023344,-0.00070784,-9.9238e-06,0.0010827,1.3002e-05,0.0013337,0.0023755,347.68,900,9.8558,0
0.0023185,-0.00070314,-9.7753e-06,0.0010767,1.2923e-05,0.0013245,0.0023598,348.61,900,9.8822,0
0.0023026,-0.00069844,-9.6269e-06,0.0010706,1.2843e-05,0.0013153,0.0023442,349.54,900,9.9087,0
0.0022866,-0.00069373,-9.4784e-06,0.0010646,1.2763e-05,0.001306,0.0023286,350.48,900,9.9352,0
0.0022707,-0.00068903,-9.33e-06,0.0010585,1.2683e-05,0.0012968,0.002313,351.41,900,9.9617,0
0.0022548,-0.00068433,-9.1815e-06,0.0010525,1.2603e-05,0.0012876,0.0022974,352.35,900,9.9882,0
0.0022387,-0.00067967,-8.9777e-06,0.0010465,1.2455e-05,0.0012783,0.0022817,353.28,900,10.015,0
0.0022227,-0.00067502,-8.7736e-06,0.0010405,1.2307e-05,0.001269,0.0022661,354.22,900,10.041,0
0.0022066,-0.00067036,-8.5696e-06,0.0010346,1.2158e-05,0.0012596,0.0022504,355.15,900,10.068,0
0.0021906,-0.0006657,-8.3655e-06,0.0010286,1.201e-05,0.0012503,0.0022348,356.08,900,10.094,0
0.0021745,-0.00066105,-8.1614e-06,0.0010226,1.1861e-05,0.001241,0.0022191,357.02,900,10.121,0
0.0021585,-0.00065639,-7.9573e-06,0.0010166,1.1713e-05,0.0012317,0.0022034,357.95,900,10.147,0
0.0021425,-0.00065173,-7.7532e-06,0.0010107,1.1564e-05,0.0012224,0.0021878,358.89,900,10.174,0
0.0021268,-0.00064711,-7.6693e-06,0.0010048,1.1334e-05,0.0012131,0.0021723,359.82,900,10.2,0
0.0021113,-0.00064251,-7.6502e-06,0.00099891,1.106e-05,0.0012037,0.002157,360.76,900,10.227,0
0.0020959,-0.00063791,-7.631e-06,0.00099305,1.0785e-05,0.0011944,0.0021417,361.69,900,10.253,0
0.0020804,-0.00063331,-7.6118e-06,0.0009872,1.0511e-05,0.001185,0.0021263,362.62,900,10.28,0
0.002065,-0.00062871,-7.5927e-06,0.00098134,1.0236e-05,0.0011757,0.002111,363.56,900,10.306,0
0.0020495,-0.00062411,-7.5735e-06,0.00097548,9.9618e-06,0.0011663,0.0020957,364.49,900,10.332,0
0.0020341,-0.00061951,-7.5544e-06,0.00096963,9.6874e-06,0.001157,0.0020803,365.43,900,10.359,0
0.0020186,-0.00061492,-7.5335e-06,0.0009638,9.4038e-06,0.0011476,0.002065,366.36,900,10.385,0
0.0020029,-0.00061039,-7.5053e-06,0.0009581,9.08e-06,0.001138,0.0020495,367.3,900,10.412,0
0.0019873,-0.00060586,-7.4771e-06,0.0009524,8.7562e-06,0.0011284,0.0020341,368.23,900,10.438,0
0.0019716,-0.00060133,-7.4488e-06,0.0009467,8.4324e-06,0.0011189,0.0020186,369.16,900,10.465,0
0.0019559,-0.00059679,-7.4206e-06,0.000941,8.1086e-06,0.0011093,0.0020031,370.1,900,10.491,0
0.0019403,-0.00059226,-7.3924e-06,0.0009353,7.7848e-06,0.0010997,0.0019877,371.03,900,10.518,0
0.0019246,-0.00058773,-7.3642e-06,0.0009296,7.461e-06,0.0010902,0.0019722,371.97,900,10.544,0
0.0019089,-0.0005832,-7.3359e-06,0.0009239,7.1372e-06,0.0010806,0.0019567,372.9,900,10.571,0
0.0018933,-0.00057869,-7.2534e-06,0.00091831,6.8686e-06,0.001071,0.0019413,373.84,900,10.597,0
0.0018777,-0.0005742,-7.1356e-06,0.0009128,6.636e-06,0.0010614,0.001926,374.77,900,10.624,0
0.0018621,-0.0005697,-7.0177e-06,0.00090729,6.4035e-06,0.0010518,0.0019106,375.7,900,10.65,0
0.0018465,-0.00056521,-6.8999e-06,0.00090177,6.1709e-06,0.0010422,0.0018952,376.64,900,10.677,0
0.0018309,-0.00056071,-6.782e-06,0.00089626,5.9383e-06,0.0010326,0.0018799,377.57,900,10.703,0
0.0018153,-0.00055622,-6.6642e-06,0.00089075,5.7057e-06,0.0010229,0.0018645,378.51,900,10.73,0
0.0017997,-0.00055172,-6.5464e-06,0.00088523,5.4732e-06,0.0010133,0.0018491,379.44,900,10.756,0
0.0017841,-0.00054723,-6.4285e-06,0.00087972,5.2406e-06,0.0010037,0.0018338,380.38,900,10.783,0
0.0017692,-0.00054283,-6.3124e-06,0.00087435,5.1089e-06,0.00099449,0.001819,381.31,900,10.809,0
0.0017544,-0.00053844,-6.1965e-06,0.00086901,4.9878e-06,0.0009853,0.0018044,382.24,900,10.836,0
0.0017396,-0.00053405,-6.0806e-06,0.00086366,4.8667e-06,0.0009761,0.0017897,383.18,900,10.862,0
0.0017248,-0.00052967,-5.9646e-06,0.00085831,4.7456e-06,0.0009669,0.001775,384.11,900,10.889,0
0.00171,-0.00052528,-5.8487e-06,0.00085296,4.6245e-06,0.00095771,0.0017603,385.05,900,10.915,0
0.0016952,-0.00052089,-5.7328e-06,0.00084761,4.5034e-06,0.00094851,0.0017457,385.98,900,10.942,0
0.0016804,-0.0005165,-5.6169e-06,0.00084227,4.3823e-06,0.00093931,0.001731,386.92,900,10.968,0
0.0016656,-0.00051212,-5.508e-06,0.00083693,4.2702e-06,0.00093016,0.0017163,387.85,900,10.995,0
0.0016509,-0.00050784,-5.477e-06,0.0008317,4.258e-06,0.0009214,0.001702,388.78,900,11.021,0
0.0016363,-0.00050357,-5.446e-06,0.00082648,4.2457e-06,0.00091264,0.0016877,389.72,900,11.048,0
0.0016217,-0.00049929,-5.415e-06,0.00082125,4.2335e-06,0.00090388,0.0016734,390.65,900,11.074,0
0.001607,-0.00049501,-5.384e-06,0.00081602,4.2212e-06,0.00089513,0.0016591,391.59,900,11.101,0
0.0015924,-0.00049073,-5.353e-06,0.0008108,4.209e-06,0.00088637,0.0016448,392.52,900,11.127,0
0.0015777,-0.00048646,-5.322e-06,0.00080557,4.1967e-06,0.00087761,0.0016305,393.45,900,11.153,0
0.0015631,-0.00048218,-5.291e-06,0.00080035,4.1845e-06,0.00086886,0.0016161,394.39,900,11.18,0
0.0015486,-0.00047792,-5.2601e-06,0.00079514,4.1824e-06,0.00086016,0.0016019,395.32,900,11.206,0
0.0015347,-0.00047372,-5.2295e-06,0.00079002,4.2427e-06,0.00085183,0.0015883,396.26,900,11.233,0
0.0015209,-0.00046953,-5.1989e-06,0.0007849,4.303e-06,0.00084351,0.0015746,397.19,900,11.259,0
0.0015071,-0.00046533,-5.1683e-06,0.00077978,4.3633e-06,0.00083518,0.001561,398.13,900,11.286,0
0.0014932,-0.00046114,-5.1378e-06,0.00077466,4.4236e-06,0.00082686,0.0015474,399.06,900,11.312,0
0.0014794,-0.00045695,-5.1072e-06,0.00076954,4.4839e-06,0.00081853,0.0015337,399.99,900,11.339,0
0.0014655,-0.00045275,-5.0766e-06,0.00076442,4.5442e-06,0.00081021,0.0015201,400.93,900,11.365,0
0.0014517,-0.00044856,-5.046e-06,0.00075931,4.6045e-06,0.00080188,0.0015064,401.86,900,11.392,0
0.0014379,-0.00044437,-5.0073e-06,0.0007542,4.6661e-06,0.00079359,0.0014928,402.8,900,11.418,0
0.0014245,-0.00044027,-4.8671e-06,0.00074918,4.7439e-06,0.00078582,0.0014797,403.73,900,11.445,0
0.0014111,-0.00043617,-4.727e-06,0.00074416,4.8217e-06,0.00077805,0.0014667,404.67,900,11.471,0
0.0013977,-0.00043206,-4.5869e-06,0.00073914,4.8995e-06,0.00077027,0.0014536,405.6,900,11.498,0
0.0013843,-0.00042796,-4.4468e-06,0.00073413,4.9772e-06,0.0007625,0.0014405,406.53,900,11.524,0
0.0013709,-0.00042385,-4.3067e-06,0.00072911,5.055e-06,0.00075472,0.0014274,407.47,900,11.551,0
0.0013575,-0.00041975,-4.1666e-06,0.00072409,5.1328e-06,0.00074695,0.0014143,408.4,900,11.577,0
0.0013441,-0.00041565,-4.0265e-06,0.00071907,5.2106e-06,0.00073917,0.0014012,409.34,900,11.604,0
0.0013307,-0.00041154,-3.8863e-06,0.00071406,5.2884e-06,0.0007314,0.0013881,410.27,900,11.63,0
0.0013173,-0.00040754,-3.7568e-06,0.00070912,5.342e-06,0.00072408,0.0013752,411.21,900,11.657,0
0.0013038,-0.00040355,-3.6287e-06,0.0007042,5.3925e-06,0.00071682,0.0013624,412.14,900,11.683,0
0.0012903,-0.00039956,-3.5005e-06,0.00069928,5.443e-06,0.00070957,0.0013496,413.07,900,11.71,0
0.0012769,-0.00039556,-3.3723e-06,0.00069436,5.4935e-06,0.00070231,0.0013368,414.01,900,11.736,0
0.0012634,-0.00039157,-3.2442e-06,0.00068944,5.544e-06,0.00069505,0.0013239,414.94,900,11.763,0
0.0012499,-0.00038758,-3.116e-06,0.00068452,5.5945e-06,0.00068779,0.0013111,415.88,900,11.789,0
0.0012365,-0.00038359,-2.9879e-06,0.00067959,5.645e-06,0.00068054,0.0012983,416.81,900,11.816,0
0.001223,-0.0003796,-2.8597e-06,0.00067467,5.6955e-06,0.00067328,0.0012855,417.75,900,11.842,0
0.00121,-0.00037571,-2.7703e-06,0.0006698,5.7222e-06,0.0006663,0.001273,418.68,900,11.869,0
0.0011973,-0.00037191,-2.7099e-06,0.00066498,5.7312e-06,0.00065953,0.0012609,419.61,900,11.895,0
0.0011847,-0.00036811,-2.6495e-06,0.00066015,5.7401e-06,0.00065275,0.0012488,420.55,900,11.922,0
0.001172,-0.0003643,-2.5891e-06,0.00065532,5.749e-06,0.00064598,0.0012366,421.48,900,11.948,0
0.0011593,-0.0003605,-2.5287e-06,0.00065049,5.7579e-06,0.00063921,0.0012245,422.42,900,11.975,0
0.0011467,-0.00035669,-2.4683e-06,0.00064567,5.7668e-06,0.00063243,0.0012124,423.35,900,12.001,0
0.001134,-0.00035289,-2.4079e-06,0.00064084,5.7758e-06,0.00062566,0.0012003,424.29,900,12.027,0
0.0011213,-0.00034908,-2.3475e-06,0.00063601,5.7847e-06,0.00061889,0.0011881,425.22,900,12.054,0
0.0011088,-0.00034531,-2.3e-06,0.0006312,5.7916e-06,0.00061219,0.0011761,426.15,900,12.08,0
0.0010972,-0.00034171,-2.3365e-06,0.00062648,5.7855e-06,0.00060597,0.0011648,427.09,900,12.107,0
